Orthogroup	Species	Bacillus_subtilis_aa	Orthologs
OG0000351	Rhodococcus_erythropolis_aa	CAB11985.2, CAB15764.1	ALU72076.1
OG0000352	Rhodococcus_erythropolis_aa	CAB11993.2	ALU68150.1, ALU73594.1, ALU69109.1
OG0000353	Rhodococcus_erythropolis_aa	CAB12004.1	ALU69214.1
OG0000353	Deinococcus_radiodurans_aa	CAB12004.1	UDL01484.1, UDL00800.1
OG0000354	Rhodococcus_erythropolis_aa	CAB12010.1	ALU70099.1
OG0000354	Deinococcus_radiodurans_aa	CAB12010.1	UDK99853.1, UDK99854.1
OG0000355	Deinococcus_radiodurans_aa	CAB15881.2, CAB12033.1	UDL00712.1
OG0000355	Rhodococcus_erythropolis_aa	CAB15881.2, CAB12033.1	ALU70531.1
OG0000357	Deinococcus_radiodurans_aa	CAB12035.1, CAB12941.1	UDL00110.1
OG0000357	Rhodococcus_erythropolis_aa	CAB12035.1, CAB12941.1	ALU70903.1
OG0000358	Deinococcus_radiodurans_aa	CAB12058.2, CAB12418.1	UDK99969.1
OG0000358	Rhodococcus_erythropolis_aa	CAB12058.2, CAB12418.1	ALU70925.1
OG0000359	Rhodococcus_erythropolis_aa	CAB12063.1	ALU73436.1, ALU68600.1
OG0000359	Deinococcus_radiodurans_aa	CAB12063.1	UDL01372.1
OG0000360	Deinococcus_radiodurans_aa	CAB12066.1, CAB15547.1	UDK99756.1
OG0000360	Rhodococcus_erythropolis_aa	CAB12066.1, CAB15547.1	ALU71738.1
OG0000361	Deinococcus_radiodurans_aa	CAB12069.1, CAB12660.2	UDL00076.1
OG0000361	Rhodococcus_erythropolis_aa	CAB12069.1, CAB12660.2	ALU69745.1
OG0000362	Deinococcus_radiodurans_aa	CAB15836.1, CAB12082.2, CAB14893.1	UDK99789.1
OG0000363	Rhodococcus_erythropolis_aa	CAB12106.3	ALU71136.1, ALU71137.1
OG0000363	Deinococcus_radiodurans_aa	CAB12106.3	UDK99791.1
OG0000364	Deinococcus_radiodurans_aa	CAB12114.1, CAB15274.1	UDK99977.1
OG0000364	Rhodococcus_erythropolis_aa	CAB12114.1, CAB15274.1	ALU69488.1
OG0000365	Rhodococcus_erythropolis_aa	CAB16048.1, CAB15962.2, CAB12135.1	ALU71189.1
OG0000366	Deinococcus_radiodurans_aa	CAB12198.1	UDL01809.1
OG0000366	Rhodococcus_erythropolis_aa	CAB12198.1	ALU67667.1, ALU68676.1
OG0000367	Rhodococcus_erythropolis_aa	CAB12214.3, CAB12243.1	ALU69059.1
OG0000367	Deinococcus_radiodurans_aa	CAB12214.3, CAB12243.1	UDL00787.1
OG0000368	Rhodococcus_erythropolis_aa	CAB12216.2	ALU69000.1, ALU73082.1
OG0000368	Deinococcus_radiodurans_aa	CAB12216.2	UDL02045.1
OG0000369	Rhodococcus_erythropolis_aa	CAB12474.2, CAB12232.1	ALU73274.1
OG0000369	Deinococcus_radiodurans_aa	CAB12474.2, CAB12232.1	UDK99400.1
OG0000370	Deinococcus_radiodurans_aa	CAB12233.1, CAB13485.1	UDL00488.1
OG0000370	Rhodococcus_erythropolis_aa	CAB12233.1, CAB13485.1	ALU67733.1
OG0000371	Rhodococcus_erythropolis_aa	CAB15141.1, CAB12252.1, CAB12587.1	ALU72830.1
OG0000372	Deinococcus_radiodurans_aa	CAB12271.1, CAB13648.1	UDL00221.1
OG0000372	Rhodococcus_erythropolis_aa	CAB12271.1, CAB13648.1	ALU71975.1
OG0000373	Rhodococcus_erythropolis_aa	CAB12316.1, CAB12326.1	ALU69541.1
OG0000373	Deinococcus_radiodurans_aa	CAB12316.1, CAB12326.1	UDL01745.1
OG0000374	Rhodococcus_erythropolis_aa	CAB12337.1, CAB15616.1, CAB14588.2	ALU71921.1
OG0000375	Deinococcus_radiodurans_aa	CAB12652.1, CAB12357.1	UDL00907.1
OG0000375	Rhodococcus_erythropolis_aa	CAB12652.1, CAB12357.1	ALU69810.1
OG0000376	Rhodococcus_erythropolis_aa	CAB13079.1, CAB13834.2, CAB12391.2	ALU72815.1
OG0000377	Deinococcus_radiodurans_aa	CAB12393.2, CAB12780.2	UDL02176.1
OG0000377	Rhodococcus_erythropolis_aa	CAB12393.2, CAB12780.2	ALU71910.1
OG0000378	Deinococcus_radiodurans_aa	CAB13059.1, CAB15596.1, CAB12406.1	UDL01828.1
OG0000379	Rhodococcus_erythropolis_aa	CAB13088.1, CAB12435.1, CAB13641.2	ALU70676.1
OG0000380	Rhodococcus_erythropolis_aa	CAB12452.2	ALU71021.1
OG0000380	Deinococcus_radiodurans_aa	CAB12452.2	UDL00068.1, UDK99798.1
OG0000381	Deinococcus_radiodurans_aa	CAB12456.1, CAB14977.1	UDL01955.1
OG0000381	Rhodococcus_erythropolis_aa	CAB12456.1, CAB14977.1	ALU69566.1
OG0000382	Deinococcus_radiodurans_aa	CAB12464.1	UDL01209.1
OG0000382	Rhodococcus_erythropolis_aa	CAB12464.1	ALU72841.1, ALU68944.1
OG0000383	Deinococcus_radiodurans_aa	CAB12473.1, CAB15798.1	UDL00537.1
OG0000383	Rhodococcus_erythropolis_aa	CAB12473.1, CAB15798.1	ALU72855.1
OG0000384	Deinococcus_radiodurans_aa	CAB12493.1, CAB12631.1	UDK99437.1
OG0000384	Rhodococcus_erythropolis_aa	CAB12493.1, CAB12631.1	ALU71219.1
OG0000385	Deinococcus_radiodurans_aa	CAB12496.1	UDL01895.1, UDL01289.1, UDL01896.1
OG0000386	Deinococcus_radiodurans_aa	CAB12517.1	UDL00543.1
OG0000386	Rhodococcus_erythropolis_aa	CAB12517.1	ALU70028.1, ALU68313.1
OG0000388	Deinococcus_radiodurans_aa	CAB12542.1	UDL02199.1
OG0000388	Rhodococcus_erythropolis_aa	CAB12542.1	ALU68082.1, ALU73466.1
OG0000390	Rhodococcus_erythropolis_aa	CAB12572.1	ALU70992.1, ALU70990.1, ALU71631.1
OG0000391	Rhodococcus_erythropolis_aa	CAB12577.1	ALU69683.1, ALU69864.1, ALU68927.1
OG0000392	Rhodococcus_erythropolis_aa	CAB14627.1, CAB15932.2, CAB12590.1	ALU72486.1
OG0000393	Rhodococcus_erythropolis_aa	CAB12594.1	ALU69373.1
OG0000393	Deinococcus_radiodurans_aa	CAB12594.1	UDL00190.1, UDL00946.1
OG0000394	Deinococcus_radiodurans_aa	CAB14644.2, CAB12614.1	UDL00329.1
OG0000394	Rhodococcus_erythropolis_aa	CAB14644.2, CAB12614.1	ALU68400.1
OG0000395	Rhodococcus_erythropolis_aa	CAB13196.1, CAB13146.2, CAB12688.1	ALU71517.1
OG0000396	Deinococcus_radiodurans_aa	CAB14772.1, CAB12699.3	UDK99735.1
OG0000396	Rhodococcus_erythropolis_aa	CAB14772.1, CAB12699.3	ALU72208.1
OG0000397	Deinococcus_radiodurans_aa	CAB15889.1, CAB12710.2	UDL01044.1
OG0000397	Rhodococcus_erythropolis_aa	CAB15889.1, CAB12710.2	ALU67799.1
OG0000398	Rhodococcus_erythropolis_aa	CAB12747.1	ALU67929.1
OG0000398	Deinococcus_radiodurans_aa	CAB12747.1	UDK99687.1, UDL01798.1
OG0000399	Rhodococcus_erythropolis_aa	CAB12752.1	ALU70904.1
OG0000399	Deinococcus_radiodurans_aa	CAB12752.1	UDL01604.1, UDL00708.1
OG0000400	Deinococcus_radiodurans_aa	CAB12757.2	UDL00986.1
OG0000400	Rhodococcus_erythropolis_aa	CAB12757.2	ALU69587.1, ALU71820.1
OG0000401	Deinococcus_radiodurans_aa	CAB12762.1	UDK99802.1
OG0000401	Rhodococcus_erythropolis_aa	CAB12762.1	ALU71994.1, ALU71620.1
OG0000402	Deinococcus_radiodurans_aa	CAB12800.1	UDK99385.1
OG0000402	Rhodococcus_erythropolis_aa	CAB12800.1	ALU71641.1, ALU71640.1
OG0000404	Rhodococcus_erythropolis_aa	CAB12823.2, CAB14492.2	ALU70401.1
OG0000404	Deinococcus_radiodurans_aa	CAB12823.2, CAB14492.2	UDK99335.1
OG0000405	Rhodococcus_erythropolis_aa	CAB12826.1, CAB14723.1	ALU71237.1
OG0000405	Deinococcus_radiodurans_aa	CAB12826.1, CAB14723.1	UDL00282.1
OG0000406	Rhodococcus_erythropolis_aa	CAB12850.1	ALU73117.1
OG0000406	Deinococcus_radiodurans_aa	CAB12850.1	UDK99630.1, UDK99469.1
OG0000407	Deinococcus_radiodurans_aa	CAB12890.1	UDL02077.1
OG0000407	Rhodococcus_erythropolis_aa	CAB12890.1	ALU71863.1, ALU73037.1
OG0000408	Deinococcus_radiodurans_aa	CAB12915.1	UDL00696.1
OG0000408	Rhodococcus_erythropolis_aa	CAB12915.1	ALU73401.1, ALU71565.1
OG0000409	Rhodococcus_erythropolis_aa	CAB15032.1, CAB12919.2, CAB16028.2	ALU70541.1
OG0000410	Deinococcus_radiodurans_aa	CAB14089.1, CAB13720.2, CAB12921.1	UDK99958.1
OG0000411	Deinococcus_radiodurans_aa	CAB12933.2, CAB13431.1	UDL01795.1
OG0000411	Rhodococcus_erythropolis_aa	CAB12933.2, CAB13431.1	ALU70398.1
OG0000412	Deinococcus_radiodurans_aa	CAB16071.1, CAB12963.2	UDK99960.1
OG0000412	Rhodococcus_erythropolis_aa	CAB16071.1, CAB12963.2	ALU70811.1
OG0000413	Rhodococcus_erythropolis_aa	CAB12964.2, CAB13425.1	ALU71089.1
OG0000413	Deinococcus_radiodurans_aa	CAB12964.2, CAB13425.1	UDK99856.1
OG0000414	Deinococcus_radiodurans_aa	CAB13426.1, CAB12965.3	UDK99841.1
OG0000414	Rhodococcus_erythropolis_aa	CAB13426.1, CAB12965.3	ALU71088.1
OG0000415	Rhodococcus_erythropolis_aa	CAB12996.2	ALU72922.1
OG0000415	Deinococcus_radiodurans_aa	CAB12996.2	UDL00661.1, UDK99553.1
OG0000416	Rhodococcus_erythropolis_aa	CAB13150.1, CAB13001.1	ALU67748.1
OG0000416	Deinococcus_radiodurans_aa	CAB13150.1, CAB13001.1	UDL00103.1
OG0000417	Deinococcus_radiodurans_aa	CAB13017.1, CAB15874.1	UDL00717.1
OG0000417	Rhodococcus_erythropolis_aa	CAB13017.1, CAB15874.1	ALU72048.1
OG0000418	Deinococcus_radiodurans_aa	CAB15855.1, CAB13023.1	UDL01947.1
OG0000418	Rhodococcus_erythropolis_aa	CAB15855.1, CAB13023.1	ALU72395.1
OG0000419	Rhodococcus_erythropolis_aa	CAB13300.1, CAB13027.1	ALU71708.1
OG0000419	Deinococcus_radiodurans_aa	CAB13300.1, CAB13027.1	UDL01291.1
OG0000422	Rhodococcus_erythropolis_aa	CAB14543.1, CAB13126.2	ALU70154.1
OG0000422	Deinococcus_radiodurans_aa	CAB14543.1, CAB13126.2	UDL00045.1
OG0000423	Deinococcus_radiodurans_aa	CAB13141.2	UDL00075.1
OG0000423	Rhodococcus_erythropolis_aa	CAB13141.2	ALU70511.1, ALU72183.1
OG0000424	Rhodococcus_erythropolis_aa	CAB16086.2, CAB13145.2	ALU70668.1, ALU72862.1
OG0000425	Rhodococcus_erythropolis_aa	CAB13160.2	ALU68628.1
OG0000425	Deinococcus_radiodurans_aa	CAB13160.2	UDL01640.1, UDL02231.1
OG0000426	Rhodococcus_erythropolis_aa	CAB13230.1	ALU70079.1, ALU72282.1, ALU67671.1
OG0000427	Rhodococcus_erythropolis_aa	CAB15796.1, CAB13231.1	ALU69995.1
OG0000427	Deinococcus_radiodurans_aa	CAB15796.1, CAB13231.1	UDL01290.1
OG0000428	Rhodococcus_erythropolis_aa	CAB13263.1, CAB15479.1	ALU71277.1, ALU70193.1
OG0000429	Deinococcus_radiodurans_aa	CAB13264.2	UDL02202.1
OG0000429	Rhodococcus_erythropolis_aa	CAB13264.2	ALU70194.1, ALU71273.1
OG0000430	Deinococcus_radiodurans_aa	CAB13269.1	UDK99681.1
OG0000430	Rhodococcus_erythropolis_aa	CAB13269.1	ALU70721.1, ALU70201.1
OG0000431	Deinococcus_radiodurans_aa	CAB13295.1	UDL01268.1
OG0000431	Rhodococcus_erythropolis_aa	CAB13295.1	ALU71259.1, ALU70475.1
OG0000432	Deinococcus_radiodurans_aa	CAB13301.1	UDK99287.1
OG0000432	Rhodococcus_erythropolis_aa	CAB13301.1	ALU71628.1, ALU69795.1
OG0000433	Deinococcus_radiodurans_aa	CAB13326.1, CAB13551.2	UDL01848.1
OG0000433	Rhodococcus_erythropolis_aa	CAB13326.1, CAB13551.2	ALU71313.1
OG0000434	Deinococcus_radiodurans_aa	CAB13331.1	UDL00124.1
OG0000434	Rhodococcus_erythropolis_aa	CAB13331.1	ALU70173.1, ALU68258.1
OG0000435	Rhodococcus_erythropolis_aa	CAB14337.2, CAB13334.1	ALU69598.1
OG0000435	Deinococcus_radiodurans_aa	CAB14337.2, CAB13334.1	UDL01389.1
OG0000436	Deinococcus_radiodurans_aa	CAB13381.1	UDL01385.1
OG0000436	Rhodococcus_erythropolis_aa	CAB13381.1	ALU71538.1, ALU69784.1
OG0000437	Rhodococcus_erythropolis_aa	CAB15027.1, CAB13387.1	ALU70581.1
OG0000437	Deinococcus_radiodurans_aa	CAB15027.1, CAB13387.1	UDL00931.1
OG0000438	Rhodococcus_erythropolis_aa	CAB13390.2, CAB13389.2	ALU70583.1
OG0000438	Deinococcus_radiodurans_aa	CAB13390.2, CAB13389.2	UDL01730.1
OG0000439	Rhodococcus_erythropolis_aa	CAB13391.1	ALU70584.1, ALU67835.1
OG0000439	Deinococcus_radiodurans_aa	CAB13391.1	UDK99493.1
OG0000440	Rhodococcus_erythropolis_aa	CAB13392.2	ALU70586.1, ALU70204.1
OG0000440	Deinococcus_radiodurans_aa	CAB13392.2	UDL00901.1
OG0000442	Deinococcus_radiodurans_aa	CAB13460.1	UDL00975.1
OG0000442	Rhodococcus_erythropolis_aa	CAB13460.1	ALU69545.1, ALU71544.1
OG0000443	Rhodococcus_erythropolis_aa	CAB15698.1, CAB13497.2	ALU70247.1
OG0000443	Deinococcus_radiodurans_aa	CAB15698.1, CAB13497.2	UDK99872.1
OG0000444	Deinococcus_radiodurans_aa	CAB13526.1	UDL01458.1
OG0000444	Rhodococcus_erythropolis_aa	CAB13526.1	ALU70432.1, ALU69926.1
OG0000445	Deinococcus_radiodurans_aa	CAB13530.1	UDL00389.1
OG0000445	Rhodococcus_erythropolis_aa	CAB13530.1	ALU71422.1, ALU73020.1
OG0000446	Deinococcus_radiodurans_aa	CAB13536.1	UDL00868.1
OG0000446	Rhodococcus_erythropolis_aa	CAB13536.1	ALU71405.1, ALU70352.1
OG0000447	Deinococcus_radiodurans_aa	CAB13553.3, CAB14959.2	UDK99587.1
OG0000447	Rhodococcus_erythropolis_aa	CAB13553.3, CAB14959.2	ALU71311.1
OG0000448	Deinococcus_radiodurans_aa	CAB13573.1, CAB15000.1	UDL01366.1
OG0000448	Rhodococcus_erythropolis_aa	CAB13573.1, CAB15000.1	ALU70638.1
OG0000449	Rhodococcus_erythropolis_aa	CAB13899.2, CAB13621.1	ALU71617.1
OG0000449	Deinococcus_radiodurans_aa	CAB13899.2, CAB13621.1	UDL02232.1
OG0000450	Deinococcus_radiodurans_aa	CAB13898.2, CAB13622.1	UDL02233.1
OG0000450	Rhodococcus_erythropolis_aa	CAB13898.2, CAB13622.1	ALU71616.1
OG0000451	Rhodococcus_erythropolis_aa	CAB13896.2, CAB13623.1	ALU71613.1
OG0000451	Deinococcus_radiodurans_aa	CAB13896.2, CAB13623.1	UDL02234.1
OG0000452	Deinococcus_radiodurans_aa	CAB13636.1	UDL00628.1
OG0000452	Rhodococcus_erythropolis_aa	CAB13636.1	ALU73067.1, ALU71454.1
OG0000453	Rhodococcus_erythropolis_aa	CAB13645.1, CAB16043.1, CAB13748.1	ALU69710.1
OG0000454	Deinococcus_radiodurans_aa	CAB13669.1	UDL02091.1
OG0000454	Rhodococcus_erythropolis_aa	CAB13669.1	ALU68849.1, ALU71270.1
OG0000455	Deinococcus_radiodurans_aa	CAB13727.2	UDK99382.1
OG0000455	Rhodococcus_erythropolis_aa	CAB13727.2	ALU70758.1, ALU68167.1
OG0000456	Deinococcus_radiodurans_aa	CAB13728.2	UDK99383.1
OG0000456	Rhodococcus_erythropolis_aa	CAB13728.2	ALU68168.1, ALU70757.1
OG0000457	Deinococcus_radiodurans_aa	CAB13741.2, CAB14312.1	UDL00619.1
OG0000457	Rhodococcus_erythropolis_aa	CAB13741.2, CAB14312.1	ALU72238.1
OG0000458	Rhodococcus_erythropolis_aa	CAB15405.1, CAB13769.1	ALU67834.1
OG0000458	Deinococcus_radiodurans_aa	CAB15405.1, CAB13769.1	UDK99339.1
OG0000459	Rhodococcus_erythropolis_aa	CAB13772.1	ALU72866.1
OG0000459	Deinococcus_radiodurans_aa	CAB13772.1	UDL01033.1, UDK99619.1
OG0000460	Rhodococcus_erythropolis_aa	CAB14218.1, CAB13814.1	ALU70363.1
OG0000460	Deinococcus_radiodurans_aa	CAB14218.1, CAB13814.1	UDL00409.1
OG0000461	Deinococcus_radiodurans_aa	CAB13832.1	UDL00640.1, UDL01972.1
OG0000461	Rhodococcus_erythropolis_aa	CAB13832.1	ALU72379.1
OG0000462	Rhodococcus_erythropolis_aa	CAB13942.1	ALU69671.1, ALU73653.1, ALU69240.1
OG0000463	Deinococcus_radiodurans_aa	CAB14023.1, CAB14195.1	UDL01844.1
OG0000463	Rhodococcus_erythropolis_aa	CAB14023.1, CAB14195.1	ALU71557.1
OG0000464	Rhodococcus_erythropolis_aa	CAB14319.2, CAB14303.1, CAB14068.2	ALU70425.1
OG0000465	Deinococcus_radiodurans_aa	CAB14171.1	UDK99621.1
OG0000465	Rhodococcus_erythropolis_aa	CAB14171.1	ALU72779.1, ALU70546.1
OG0000466	Deinococcus_radiodurans_aa	CAB14199.1	UDL01611.1
OG0000466	Rhodococcus_erythropolis_aa	CAB14199.1	ALU71553.1, ALU68916.1
OG0000467	Rhodococcus_erythropolis_aa	CAB14245.2, CAB14776.2	ALU72203.1
OG0000467	Deinococcus_radiodurans_aa	CAB14245.2, CAB14776.2	UDK99540.1
OG0000468	Deinococcus_radiodurans_aa	CAB14248.2, CAB14982.2	UDL00053.1
OG0000468	Rhodococcus_erythropolis_aa	CAB14248.2, CAB14982.2	ALU70837.1
OG0000469	Deinococcus_radiodurans_aa	CAB14270.1	UDL00833.1
OG0000469	Rhodococcus_erythropolis_aa	CAB14270.1	ALU70229.1, ALU70291.1
OG0000470	Rhodococcus_erythropolis_aa	CAB14882.1, CAB14287.1	ALU70042.1, ALU73576.1
OG0000471	Deinococcus_radiodurans_aa	CAB14311.1	UDL01113.1
OG0000471	Rhodococcus_erythropolis_aa	CAB14311.1	ALU70122.1, ALU69029.1
OG0000472	Deinococcus_radiodurans_aa	CAB14317.2	UDL00684.1
OG0000472	Rhodococcus_erythropolis_aa	CAB14317.2	ALU71049.1, ALU73475.1
OG0000473	Deinococcus_radiodurans_aa	CAB14340.2, CAB15793.1	UDK99284.1
OG0000473	Rhodococcus_erythropolis_aa	CAB14340.2, CAB15793.1	ALU72401.1
OG0000474	Deinococcus_radiodurans_aa	CAB14348.1	UDL00207.1
OG0000474	Rhodococcus_erythropolis_aa	CAB14348.1	ALU70258.1, ALU72673.1
OG0000475	Rhodococcus_erythropolis_aa	CAB14352.1	ALU73430.1, ALU69053.1, ALU69637.1
OG0000476	Deinococcus_radiodurans_aa	CAB14364.2	UDL01106.1
OG0000476	Rhodococcus_erythropolis_aa	CAB14364.2	ALU72105.1, ALU72579.1
OG0000477	Deinococcus_radiodurans_aa	CAB14377.1	UDL01652.1, UDL00370.1
OG0000477	Rhodococcus_erythropolis_aa	CAB14377.1	ALU71096.1
OG0000478	Rhodococcus_erythropolis_aa	CAB14383.2	ALU71248.1, ALU71395.1
OG0000478	Deinococcus_radiodurans_aa	CAB14383.2	UDL01539.1
OG0000479	Deinococcus_radiodurans_aa	CAB14432.3	UDL00402.1
OG0000479	Rhodococcus_erythropolis_aa	CAB14432.3	ALU69328.1, ALU68060.1
OG0000480	Deinococcus_radiodurans_aa	CAB14450.2	UDL00066.1
OG0000480	Rhodococcus_erythropolis_aa	CAB14450.2	ALU71234.1, ALU71245.1
OG0000481	Deinococcus_radiodurans_aa	CAB14488.2	UDL00531.1
OG0000481	Rhodococcus_erythropolis_aa	CAB14488.2	ALU72518.1, ALU70405.1
OG0000482	Rhodococcus_erythropolis_aa	CAB14503.1	ALU69635.1
OG0000482	Deinococcus_radiodurans_aa	CAB14503.1	UDL01612.1, UDK99617.1
OG0000483	Rhodococcus_erythropolis_aa	CAB14508.2	ALU69500.1, ALU70340.1
OG0000483	Deinococcus_radiodurans_aa	CAB14508.2	UDL00307.1
OG0000484	Deinococcus_radiodurans_aa	CAB14606.1	UDL00237.1
OG0000484	Rhodococcus_erythropolis_aa	CAB14606.1	ALU72456.1, ALU68049.1
OG0000485	Deinococcus_radiodurans_aa	CAB14612.1	UDK99811.1
OG0000485	Rhodococcus_erythropolis_aa	CAB14612.1	ALU69515.1, ALU70651.1
OG0000486	Rhodococcus_erythropolis_aa	CAB14613.1, CAB15628.1	ALU69516.1
OG0000486	Deinococcus_radiodurans_aa	CAB14613.1, CAB15628.1	UDL00954.1
OG0000488	Deinococcus_radiodurans_aa	CAB14684.1	UDL00732.1
OG0000488	Rhodococcus_erythropolis_aa	CAB14684.1	ALU70778.1, ALU71288.1
OG0000489	Deinococcus_radiodurans_aa	CAB14689.1	UDL00963.1
OG0000489	Rhodococcus_erythropolis_aa	CAB14689.1	ALU70070.1, ALU73003.1
OG0000490	Rhodococcus_erythropolis_aa	CAB14937.1, CAB14693.2	ALU71590.1
OG0000490	Deinococcus_radiodurans_aa	CAB14937.1, CAB14693.2	UDK99415.1
OG0000491	Rhodococcus_erythropolis_aa	CAB14720.1	ALU71159.1
OG0000491	Deinococcus_radiodurans_aa	CAB14720.1	UDK99748.1, UDL00035.1
OG0000492	Rhodococcus_erythropolis_aa	CAB14768.1	ALU70349.1
OG0000492	Deinococcus_radiodurans_aa	CAB14768.1	UDK99532.1, UDL01567.1
OG0000493	Deinococcus_radiodurans_aa	CAB14780.1	UDL01022.1
OG0000493	Deinococcus_radiodurans_aa	CAB14781.1	UDK99541.1
OG0000494	Rhodococcus_erythropolis_aa	CAB14785.1	ALU71558.1
OG0000494	Deinococcus_radiodurans_aa	CAB14785.1	UDL00853.1, UDL00701.1
OG0000495	Deinococcus_radiodurans_aa	CAB14804.2	UDL00097.1
OG0000495	Rhodococcus_erythropolis_aa	CAB14804.2	ALU68708.1, ALU71845.1
OG0000496	Rhodococcus_erythropolis_aa	CAB14816.1	ALU68740.1, ALU68137.1
OG0000496	Deinococcus_radiodurans_aa	CAB14816.1	UDL00771.1
OG0000497	Rhodococcus_erythropolis_aa	CAB14823.1, CAB14960.1	ALU70802.1
OG0000497	Deinococcus_radiodurans_aa	CAB14823.1, CAB14960.1	UDL01376.1
OG0000498	Deinococcus_radiodurans_aa	CAB16039.3, CAB15859.2, CAB14850.1	UDL00553.1
OG0000499	Deinococcus_radiodurans_aa	CAB15783.2, CAB14855.1	UDL01118.1
OG0000499	Rhodococcus_erythropolis_aa	CAB15783.2, CAB14855.1	ALU71186.1
OG0000500	Deinococcus_radiodurans_aa	CAB14869.1	UDL00785.1
OG0000500	Rhodococcus_erythropolis_aa	CAB14869.1	ALU70770.1, ALU68998.1
OG0000501	Deinococcus_radiodurans_aa	CAB14881.2	UDL00342.1
OG0000501	Rhodococcus_erythropolis_aa	CAB14881.2	ALU69625.1, ALU68329.1
OG0000502	Deinococcus_radiodurans_aa	CAB15872.1, CAB14945.1	UDL01625.1
OG0000502	Rhodococcus_erythropolis_aa	CAB15872.1, CAB14945.1	ALU70822.1
OG0000503	Deinococcus_radiodurans_aa	CAB15722.1, CAB14966.1	UDL02038.1, UDL01572.1
OG0000504	Rhodococcus_erythropolis_aa	CAB15030.1	ALU71548.1, ALU72126.1
OG0000504	Deinococcus_radiodurans_aa	CAB15030.1	UDL01125.1
OG0000505	Deinococcus_radiodurans_aa	CAB15055.1	UDL01770.1
OG0000505	Rhodococcus_erythropolis_aa	CAB15055.1	ALU68266.1, ALU73078.1
OG0000506	Rhodococcus_erythropolis_aa	CAB15074.1, CAB15075.1	ALU70014.1
OG0000506	Deinococcus_radiodurans_aa	CAB15074.1, CAB15075.1	UDL00768.1
OG0000507	Rhodococcus_erythropolis_aa	CAB15611.1, CAB15144.1	ALU67804.1
OG0000507	Deinococcus_radiodurans_aa	CAB15611.1, CAB15144.1	UDL00101.1
OG0000508	Deinococcus_radiodurans_aa	CAB15146.1	UDK99450.1
OG0000508	Deinococcus_radiodurans_aa	CAB15145.1	UDK99449.1
OG0000509	Rhodococcus_erythropolis_aa	CAB15192.1	ALU70182.1
OG0000509	Deinococcus_radiodurans_aa	CAB15192.1	UDK99887.1, UDL01993.1
OG0000510	Rhodococcus_erythropolis_aa	CAB15235.1	ALU71796.1
OG0000510	Deinococcus_radiodurans_aa	CAB15235.1	UDL00293.1, UDL00295.1
OG0000511	Deinococcus_radiodurans_aa	CAB15238.1	UDL01951.1
OG0000511	Rhodococcus_erythropolis_aa	CAB15238.1	ALU71799.1, ALU70715.1
OG0000512	Deinococcus_radiodurans_aa	CAB15253.1	UDL00753.1
OG0000512	Rhodococcus_erythropolis_aa	CAB15253.1	ALU72352.1, ALU72416.1
OG0000513	Rhodococcus_erythropolis_aa	CAB15262.1	ALU69146.1
OG0000513	Deinococcus_radiodurans_aa	CAB15262.1	UDL00472.1, UDL00473.1
OG0000514	Rhodococcus_erythropolis_aa	CAB15272.1	ALU68757.1
OG0000514	Deinococcus_radiodurans_aa	CAB15272.1	UDL01490.1, UDL00534.1
OG0000515	Deinococcus_radiodurans_aa	CAB15308.1	UDL01577.1, UDL02143.1
OG0000515	Rhodococcus_erythropolis_aa	CAB15308.1	ALU68891.1
OG0000516	Deinococcus_radiodurans_aa	CAB15343.1	UDL01942.1
OG0000516	Rhodococcus_erythropolis_aa	CAB15343.1	ALU70389.1, ALU69522.1
OG0000517	Deinococcus_radiodurans_aa	CAB15350.1	UDL01712.1
OG0000517	Rhodococcus_erythropolis_aa	CAB15350.1	ALU70788.1, ALU68484.1
OG0000518	Rhodococcus_erythropolis_aa	CAB15353.1	ALU68045.1
OG0000518	Deinococcus_radiodurans_aa	CAB15353.1	UDK99921.1, UDL01063.1
OG0000519	Deinococcus_radiodurans_aa	CAB15357.1	UDL01929.1
OG0000519	Rhodococcus_erythropolis_aa	CAB15357.1	ALU67678.1, ALU72223.1
OG0000520	Deinococcus_radiodurans_aa	CAB15360.1	UDL01234.1
OG0000520	Rhodococcus_erythropolis_aa	CAB15360.1	ALU69535.1, ALU68867.1
OG0000521	Rhodococcus_erythropolis_aa	CAB15388.1, CAB15378.1	ALU69290.1
OG0000521	Deinococcus_radiodurans_aa	CAB15388.1, CAB15378.1	UDL01910.1
OG0000522	Rhodococcus_erythropolis_aa	CAB15808.3, CAB15440.1	ALU71763.1
OG0000522	Deinococcus_radiodurans_aa	CAB15808.3, CAB15440.1	UDL01824.1
OG0000523	Deinococcus_radiodurans_aa	CAB15469.1	UDK99655.1
OG0000523	Rhodococcus_erythropolis_aa	CAB15469.1	ALU70006.1, ALU70005.1
OG0000524	Deinococcus_radiodurans_aa	CAB15506.1	UDL01845.1
OG0000524	Rhodococcus_erythropolis_aa	CAB15506.1	ALU70195.1, ALU72913.1
OG0000525	Deinococcus_radiodurans_aa	CAB16127.1, CAB15648.2	UDL01632.1
OG0000525	Rhodococcus_erythropolis_aa	CAB16127.1, CAB15648.2	ALU68383.1
OG0000526	Deinococcus_radiodurans_aa	CAB15668.1	UDK99864.1
OG0000526	Rhodococcus_erythropolis_aa	CAB15668.1	ALU67868.1, ALU71530.1
OG0000527	Deinococcus_radiodurans_aa	CAB15670.1	UDL00469.1
