Orthogroup	Species	Deinococcus_radiodurans_aa	Orthologs
OG0000399	Bacillus_subtilis_aa	UDL01604.1, UDL00708.1	CAB12752.1
OG0000399	Rhodococcus_erythropolis_aa	UDL01604.1, UDL00708.1	ALU70904.1
OG0000400	Bacillus_subtilis_aa	UDL00986.1	CAB12757.2
OG0000400	Rhodococcus_erythropolis_aa	UDL00986.1	ALU69587.1, ALU71820.1
OG0000401	Bacillus_subtilis_aa	UDK99802.1	CAB12762.1
OG0000401	Rhodococcus_erythropolis_aa	UDK99802.1	ALU71994.1, ALU71620.1
OG0000402	Bacillus_subtilis_aa	UDK99385.1	CAB12800.1
OG0000402	Rhodococcus_erythropolis_aa	UDK99385.1	ALU71641.1, ALU71640.1
OG0000404	Bacillus_subtilis_aa	UDK99335.1	CAB12823.2, CAB14492.2
OG0000404	Rhodococcus_erythropolis_aa	UDK99335.1	ALU70401.1
OG0000405	Bacillus_subtilis_aa	UDL00282.1	CAB12826.1, CAB14723.1
OG0000405	Rhodococcus_erythropolis_aa	UDL00282.1	ALU71237.1
OG0000406	Bacillus_subtilis_aa	UDK99630.1, UDK99469.1	CAB12850.1
OG0000406	Rhodococcus_erythropolis_aa	UDK99630.1, UDK99469.1	ALU73117.1
OG0000407	Bacillus_subtilis_aa	UDL02077.1	CAB12890.1
OG0000407	Rhodococcus_erythropolis_aa	UDL02077.1	ALU71863.1, ALU73037.1
OG0000408	Bacillus_subtilis_aa	UDL00696.1	CAB12915.1
OG0000408	Rhodococcus_erythropolis_aa	UDL00696.1	ALU73401.1, ALU71565.1
OG0000410	Bacillus_subtilis_aa	UDK99958.1	CAB14089.1, CAB13720.2, CAB12921.1
OG0000411	Bacillus_subtilis_aa	UDL01795.1	CAB12933.2, CAB13431.1
OG0000411	Rhodococcus_erythropolis_aa	UDL01795.1	ALU70398.1
OG0000412	Rhodococcus_erythropolis_aa	UDK99960.1	ALU70811.1
OG0000412	Bacillus_subtilis_aa	UDK99960.1	CAB16071.1, CAB12963.2
OG0000413	Bacillus_subtilis_aa	UDK99856.1	CAB12964.2, CAB13425.1
OG0000413	Rhodococcus_erythropolis_aa	UDK99856.1	ALU71089.1
OG0000414	Bacillus_subtilis_aa	UDK99841.1	CAB13426.1, CAB12965.3
OG0000414	Rhodococcus_erythropolis_aa	UDK99841.1	ALU71088.1
OG0000415	Bacillus_subtilis_aa	UDL00661.1, UDK99553.1	CAB12996.2
OG0000415	Rhodococcus_erythropolis_aa	UDL00661.1, UDK99553.1	ALU72922.1
OG0000416	Bacillus_subtilis_aa	UDL00103.1	CAB13150.1, CAB13001.1
OG0000416	Rhodococcus_erythropolis_aa	UDL00103.1	ALU67748.1
OG0000417	Rhodococcus_erythropolis_aa	UDL00717.1	ALU72048.1
OG0000417	Bacillus_subtilis_aa	UDL00717.1	CAB13017.1, CAB15874.1
OG0000418	Bacillus_subtilis_aa	UDL01947.1	CAB15855.1, CAB13023.1
OG0000418	Rhodococcus_erythropolis_aa	UDL01947.1	ALU72395.1
OG0000419	Bacillus_subtilis_aa	UDL01291.1	CAB13300.1, CAB13027.1
OG0000419	Rhodococcus_erythropolis_aa	UDL01291.1	ALU71708.1
OG0000422	Bacillus_subtilis_aa	UDL00045.1	CAB14543.1, CAB13126.2
OG0000422	Rhodococcus_erythropolis_aa	UDL00045.1	ALU70154.1
OG0000423	Bacillus_subtilis_aa	UDL00075.1	CAB13141.2
OG0000423	Rhodococcus_erythropolis_aa	UDL00075.1	ALU70511.1, ALU72183.1
OG0000425	Bacillus_subtilis_aa	UDL01640.1, UDL02231.1	CAB13160.2
OG0000425	Rhodococcus_erythropolis_aa	UDL01640.1, UDL02231.1	ALU68628.1
OG0000427	Bacillus_subtilis_aa	UDL01290.1	CAB15796.1, CAB13231.1
OG0000427	Rhodococcus_erythropolis_aa	UDL01290.1	ALU69995.1
OG0000429	Bacillus_subtilis_aa	UDL02202.1	CAB13264.2
OG0000429	Rhodococcus_erythropolis_aa	UDL02202.1	ALU70194.1, ALU71273.1
OG0000430	Bacillus_subtilis_aa	UDK99681.1	CAB13269.1
OG0000430	Rhodococcus_erythropolis_aa	UDK99681.1	ALU70721.1, ALU70201.1
OG0000431	Bacillus_subtilis_aa	UDL01268.1	CAB13295.1
OG0000431	Rhodococcus_erythropolis_aa	UDL01268.1	ALU71259.1, ALU70475.1
OG0000432	Bacillus_subtilis_aa	UDK99287.1	CAB13301.1
OG0000432	Rhodococcus_erythropolis_aa	UDK99287.1	ALU71628.1, ALU69795.1
OG0000433	Bacillus_subtilis_aa	UDL01848.1	CAB13326.1, CAB13551.2
OG0000433	Rhodococcus_erythropolis_aa	UDL01848.1	ALU71313.1
OG0000434	Bacillus_subtilis_aa	UDL00124.1	CAB13331.1
OG0000434	Rhodococcus_erythropolis_aa	UDL00124.1	ALU70173.1, ALU68258.1
OG0000435	Rhodococcus_erythropolis_aa	UDL01389.1	ALU69598.1
OG0000435	Bacillus_subtilis_aa	UDL01389.1	CAB14337.2, CAB13334.1
OG0000436	Bacillus_subtilis_aa	UDL01385.1	CAB13381.1
OG0000436	Rhodococcus_erythropolis_aa	UDL01385.1	ALU71538.1, ALU69784.1
OG0000437	Rhodococcus_erythropolis_aa	UDL00931.1	ALU70581.1
OG0000437	Bacillus_subtilis_aa	UDL00931.1	CAB15027.1, CAB13387.1
OG0000438	Bacillus_subtilis_aa	UDL01730.1	CAB13390.2, CAB13389.2
OG0000438	Rhodococcus_erythropolis_aa	UDL01730.1	ALU70583.1
OG0000439	Bacillus_subtilis_aa	UDK99493.1	CAB13391.1
OG0000439	Rhodococcus_erythropolis_aa	UDK99493.1	ALU70584.1, ALU67835.1
OG0000440	Bacillus_subtilis_aa	UDL00901.1	CAB13392.2
OG0000440	Rhodococcus_erythropolis_aa	UDL00901.1	ALU70586.1, ALU70204.1
OG0000442	Bacillus_subtilis_aa	UDL00975.1	CAB13460.1
OG0000442	Rhodococcus_erythropolis_aa	UDL00975.1	ALU69545.1, ALU71544.1
OG0000443	Rhodococcus_erythropolis_aa	UDK99872.1	ALU70247.1
OG0000443	Bacillus_subtilis_aa	UDK99872.1	CAB15698.1, CAB13497.2
OG0000444	Bacillus_subtilis_aa	UDL01458.1	CAB13526.1
OG0000444	Rhodococcus_erythropolis_aa	UDL01458.1	ALU70432.1, ALU69926.1
OG0000445	Bacillus_subtilis_aa	UDL00389.1	CAB13530.1
OG0000445	Rhodococcus_erythropolis_aa	UDL00389.1	ALU71422.1, ALU73020.1
OG0000446	Bacillus_subtilis_aa	UDL00868.1	CAB13536.1
OG0000446	Rhodococcus_erythropolis_aa	UDL00868.1	ALU71405.1, ALU70352.1
OG0000447	Bacillus_subtilis_aa	UDK99587.1	CAB13553.3, CAB14959.2
OG0000447	Rhodococcus_erythropolis_aa	UDK99587.1	ALU71311.1
OG0000448	Rhodococcus_erythropolis_aa	UDL01366.1	ALU70638.1
OG0000448	Bacillus_subtilis_aa	UDL01366.1	CAB13573.1, CAB15000.1
OG0000449	Bacillus_subtilis_aa	UDL02232.1	CAB13899.2, CAB13621.1
OG0000449	Rhodococcus_erythropolis_aa	UDL02232.1	ALU71617.1
OG0000450	Bacillus_subtilis_aa	UDL02233.1	CAB13898.2, CAB13622.1
OG0000450	Rhodococcus_erythropolis_aa	UDL02233.1	ALU71616.1
OG0000451	Bacillus_subtilis_aa	UDL02234.1	CAB13896.2, CAB13623.1
OG0000451	Rhodococcus_erythropolis_aa	UDL02234.1	ALU71613.1
OG0000452	Bacillus_subtilis_aa	UDL00628.1	CAB13636.1
OG0000452	Rhodococcus_erythropolis_aa	UDL00628.1	ALU73067.1, ALU71454.1
OG0000454	Bacillus_subtilis_aa	UDL02091.1	CAB13669.1
OG0000454	Rhodococcus_erythropolis_aa	UDL02091.1	ALU68849.1, ALU71270.1
OG0000455	Bacillus_subtilis_aa	UDK99382.1	CAB13727.2
OG0000455	Rhodococcus_erythropolis_aa	UDK99382.1	ALU70758.1, ALU68167.1
OG0000456	Bacillus_subtilis_aa	UDK99383.1	CAB13728.2
OG0000456	Rhodococcus_erythropolis_aa	UDK99383.1	ALU68168.1, ALU70757.1
OG0000457	Bacillus_subtilis_aa	UDL00619.1	CAB13741.2, CAB14312.1
OG0000457	Rhodococcus_erythropolis_aa	UDL00619.1	ALU72238.1
OG0000458	Bacillus_subtilis_aa	UDK99339.1	CAB15405.1, CAB13769.1
OG0000458	Rhodococcus_erythropolis_aa	UDK99339.1	ALU67834.1
OG0000459	Bacillus_subtilis_aa	UDL01033.1, UDK99619.1	CAB13772.1
OG0000459	Rhodococcus_erythropolis_aa	UDL01033.1, UDK99619.1	ALU72866.1
OG0000460	Rhodococcus_erythropolis_aa	UDL00409.1	ALU70363.1
OG0000460	Bacillus_subtilis_aa	UDL00409.1	CAB14218.1, CAB13814.1
OG0000461	Bacillus_subtilis_aa	UDL00640.1, UDL01972.1	CAB13832.1
OG0000461	Rhodococcus_erythropolis_aa	UDL00640.1, UDL01972.1	ALU72379.1
OG0000463	Rhodococcus_erythropolis_aa	UDL01844.1	ALU71557.1
OG0000463	Bacillus_subtilis_aa	UDL01844.1	CAB14023.1, CAB14195.1
OG0000465	Bacillus_subtilis_aa	UDK99621.1	CAB14171.1
OG0000465	Rhodococcus_erythropolis_aa	UDK99621.1	ALU72779.1, ALU70546.1
OG0000466	Bacillus_subtilis_aa	UDL01611.1	CAB14199.1
OG0000466	Rhodococcus_erythropolis_aa	UDL01611.1	ALU71553.1, ALU68916.1
OG0000467	Rhodococcus_erythropolis_aa	UDK99540.1	ALU72203.1
OG0000467	Bacillus_subtilis_aa	UDK99540.1	CAB14245.2, CAB14776.2
OG0000468	Rhodococcus_erythropolis_aa	UDL00053.1	ALU70837.1
OG0000468	Bacillus_subtilis_aa	UDL00053.1	CAB14248.2, CAB14982.2
OG0000469	Bacillus_subtilis_aa	UDL00833.1	CAB14270.1
OG0000469	Rhodococcus_erythropolis_aa	UDL00833.1	ALU70229.1, ALU70291.1
OG0000471	Bacillus_subtilis_aa	UDL01113.1	CAB14311.1
OG0000471	Rhodococcus_erythropolis_aa	UDL01113.1	ALU70122.1, ALU69029.1
OG0000472	Bacillus_subtilis_aa	UDL00684.1	CAB14317.2
OG0000472	Rhodococcus_erythropolis_aa	UDL00684.1	ALU71049.1, ALU73475.1
OG0000473	Bacillus_subtilis_aa	UDK99284.1	CAB14340.2, CAB15793.1
OG0000473	Rhodococcus_erythropolis_aa	UDK99284.1	ALU72401.1
OG0000474	Bacillus_subtilis_aa	UDL00207.1	CAB14348.1
OG0000474	Rhodococcus_erythropolis_aa	UDL00207.1	ALU70258.1, ALU72673.1
OG0000476	Bacillus_subtilis_aa	UDL01106.1	CAB14364.2
OG0000476	Rhodococcus_erythropolis_aa	UDL01106.1	ALU72105.1, ALU72579.1
OG0000477	Bacillus_subtilis_aa	UDL01652.1, UDL00370.1	CAB14377.1
OG0000477	Rhodococcus_erythropolis_aa	UDL01652.1, UDL00370.1	ALU71096.1
OG0000478	Bacillus_subtilis_aa	UDL01539.1	CAB14383.2
OG0000478	Rhodococcus_erythropolis_aa	UDL01539.1	ALU71248.1, ALU71395.1
OG0000479	Bacillus_subtilis_aa	UDL00402.1	CAB14432.3
OG0000479	Rhodococcus_erythropolis_aa	UDL00402.1	ALU69328.1, ALU68060.1
OG0000480	Bacillus_subtilis_aa	UDL00066.1	CAB14450.2
OG0000480	Rhodococcus_erythropolis_aa	UDL00066.1	ALU71234.1, ALU71245.1
OG0000481	Bacillus_subtilis_aa	UDL00531.1	CAB14488.2
OG0000481	Rhodococcus_erythropolis_aa	UDL00531.1	ALU72518.1, ALU70405.1
OG0000482	Bacillus_subtilis_aa	UDL01612.1, UDK99617.1	CAB14503.1
OG0000482	Rhodococcus_erythropolis_aa	UDL01612.1, UDK99617.1	ALU69635.1
OG0000483	Bacillus_subtilis_aa	UDL00307.1	CAB14508.2
OG0000483	Rhodococcus_erythropolis_aa	UDL00307.1	ALU69500.1, ALU70340.1
OG0000484	Bacillus_subtilis_aa	UDL00237.1	CAB14606.1
OG0000484	Rhodococcus_erythropolis_aa	UDL00237.1	ALU72456.1, ALU68049.1
OG0000485	Bacillus_subtilis_aa	UDK99811.1	CAB14612.1
OG0000485	Rhodococcus_erythropolis_aa	UDK99811.1	ALU69515.1, ALU70651.1
OG0000486	Bacillus_subtilis_aa	UDL00954.1	CAB14613.1, CAB15628.1
OG0000486	Rhodococcus_erythropolis_aa	UDL00954.1	ALU69516.1
OG0000488	Bacillus_subtilis_aa	UDL00732.1	CAB14684.1
OG0000488	Rhodococcus_erythropolis_aa	UDL00732.1	ALU70778.1, ALU71288.1
OG0000489	Bacillus_subtilis_aa	UDL00963.1	CAB14689.1
OG0000489	Rhodococcus_erythropolis_aa	UDL00963.1	ALU70070.1, ALU73003.1
OG0000490	Bacillus_subtilis_aa	UDK99415.1	CAB14937.1, CAB14693.2
OG0000490	Rhodococcus_erythropolis_aa	UDK99415.1	ALU71590.1
OG0000491	Bacillus_subtilis_aa	UDK99748.1, UDL00035.1	CAB14720.1
OG0000491	Rhodococcus_erythropolis_aa	UDK99748.1, UDL00035.1	ALU71159.1
OG0000492	Bacillus_subtilis_aa	UDK99532.1, UDL01567.1	CAB14768.1
OG0000492	Rhodococcus_erythropolis_aa	UDK99532.1, UDL01567.1	ALU70349.1
OG0000493	Bacillus_subtilis_aa	UDL01022.1	CAB14780.1
OG0000493	Bacillus_subtilis_aa	UDK99541.1	CAB14781.1
OG0000494	Bacillus_subtilis_aa	UDL00853.1, UDL00701.1	CAB14785.1
OG0000494	Rhodococcus_erythropolis_aa	UDL00853.1, UDL00701.1	ALU71558.1
OG0000495	Bacillus_subtilis_aa	UDL00097.1	CAB14804.2
OG0000495	Rhodococcus_erythropolis_aa	UDL00097.1	ALU68708.1, ALU71845.1
OG0000496	Bacillus_subtilis_aa	UDL00771.1	CAB14816.1
OG0000496	Rhodococcus_erythropolis_aa	UDL00771.1	ALU68740.1, ALU68137.1
OG0000497	Rhodococcus_erythropolis_aa	UDL01376.1	ALU70802.1
OG0000497	Bacillus_subtilis_aa	UDL01376.1	CAB14823.1, CAB14960.1
OG0000498	Bacillus_subtilis_aa	UDL00553.1	CAB16039.3, CAB15859.2, CAB14850.1
OG0000499	Bacillus_subtilis_aa	UDL01118.1	CAB15783.2, CAB14855.1
OG0000499	Rhodococcus_erythropolis_aa	UDL01118.1	ALU71186.1
OG0000500	Bacillus_subtilis_aa	UDL00785.1	CAB14869.1
OG0000500	Rhodococcus_erythropolis_aa	UDL00785.1	ALU70770.1, ALU68998.1
OG0000501	Bacillus_subtilis_aa	UDL00342.1	CAB14881.2
OG0000501	Rhodococcus_erythropolis_aa	UDL00342.1	ALU69625.1, ALU68329.1
OG0000502	Rhodococcus_erythropolis_aa	UDL01625.1	ALU70822.1
OG0000502	Bacillus_subtilis_aa	UDL01625.1	CAB15872.1, CAB14945.1
OG0000503	Bacillus_subtilis_aa	UDL02038.1, UDL01572.1	CAB15722.1, CAB14966.1
OG0000504	Bacillus_subtilis_aa	UDL01125.1	CAB15030.1
OG0000504	Rhodococcus_erythropolis_aa	UDL01125.1	ALU71548.1, ALU72126.1
OG0000505	Bacillus_subtilis_aa	UDL01770.1	CAB15055.1
OG0000505	Rhodococcus_erythropolis_aa	UDL01770.1	ALU68266.1, ALU73078.1
OG0000506	Bacillus_subtilis_aa	UDL00768.1	CAB15074.1, CAB15075.1
OG0000506	Rhodococcus_erythropolis_aa	UDL00768.1	ALU70014.1
OG0000507	Rhodococcus_erythropolis_aa	UDL00101.1	ALU67804.1
OG0000507	Bacillus_subtilis_aa	UDL00101.1	CAB15611.1, CAB15144.1
OG0000508	Bacillus_subtilis_aa	UDK99450.1	CAB15146.1
OG0000508	Bacillus_subtilis_aa	UDK99449.1	CAB15145.1
OG0000509	Bacillus_subtilis_aa	UDK99887.1, UDL01993.1	CAB15192.1
OG0000509	Rhodococcus_erythropolis_aa	UDK99887.1, UDL01993.1	ALU70182.1
OG0000510	Bacillus_subtilis_aa	UDL00293.1, UDL00295.1	CAB15235.1
OG0000510	Rhodococcus_erythropolis_aa	UDL00293.1, UDL00295.1	ALU71796.1
OG0000511	Bacillus_subtilis_aa	UDL01951.1	CAB15238.1
OG0000511	Rhodococcus_erythropolis_aa	UDL01951.1	ALU71799.1, ALU70715.1
OG0000512	Bacillus_subtilis_aa	UDL00753.1	CAB15253.1
OG0000512	Rhodococcus_erythropolis_aa	UDL00753.1	ALU72352.1, ALU72416.1
OG0000513	Bacillus_subtilis_aa	UDL00472.1, UDL00473.1	CAB15262.1
OG0000513	Rhodococcus_erythropolis_aa	UDL00472.1, UDL00473.1	ALU69146.1
OG0000514	Bacillus_subtilis_aa	UDL01490.1, UDL00534.1	CAB15272.1
OG0000514	Rhodococcus_erythropolis_aa	UDL01490.1, UDL00534.1	ALU68757.1
OG0000515	Bacillus_subtilis_aa	UDL01577.1, UDL02143.1	CAB15308.1
OG0000515	Rhodococcus_erythropolis_aa	UDL01577.1, UDL02143.1	ALU68891.1
OG0000516	Bacillus_subtilis_aa	UDL01942.1	CAB15343.1
OG0000516	Rhodococcus_erythropolis_aa	UDL01942.1	ALU70389.1, ALU69522.1
OG0000517	Bacillus_subtilis_aa	UDL01712.1	CAB15350.1
OG0000517	Rhodococcus_erythropolis_aa	UDL01712.1	ALU70788.1, ALU68484.1
OG0000518	Bacillus_subtilis_aa	UDK99921.1, UDL01063.1	CAB15353.1
OG0000518	Rhodococcus_erythropolis_aa	UDK99921.1, UDL01063.1	ALU68045.1
OG0000519	Bacillus_subtilis_aa	UDL01929.1	CAB15357.1
OG0000519	Rhodococcus_erythropolis_aa	UDL01929.1	ALU67678.1, ALU72223.1
OG0000520	Bacillus_subtilis_aa	UDL01234.1	CAB15360.1
OG0000520	Rhodococcus_erythropolis_aa	UDL01234.1	ALU69535.1, ALU68867.1
OG0000521	Bacillus_subtilis_aa	UDL01910.1	CAB15388.1, CAB15378.1
OG0000521	Rhodococcus_erythropolis_aa	UDL01910.1	ALU69290.1
OG0000522	Rhodococcus_erythropolis_aa	UDL01824.1	ALU71763.1
OG0000522	Bacillus_subtilis_aa	UDL01824.1	CAB15808.3, CAB15440.1
OG0000523	Bacillus_subtilis_aa	UDK99655.1	CAB15469.1
OG0000523	Rhodococcus_erythropolis_aa	UDK99655.1	ALU70006.1, ALU70005.1
OG0000524	Bacillus_subtilis_aa	UDL01845.1	CAB15506.1
OG0000524	Rhodococcus_erythropolis_aa	UDL01845.1	ALU70195.1, ALU72913.1
OG0000525	Bacillus_subtilis_aa	UDL01632.1	CAB16127.1, CAB15648.2
OG0000525	Rhodococcus_erythropolis_aa	UDL01632.1	ALU68383.1
OG0000526	Bacillus_subtilis_aa	UDK99864.1	CAB15668.1
OG0000526	Rhodococcus_erythropolis_aa	UDK99864.1	ALU67868.1, ALU71530.1
OG0000527	Bacillus_subtilis_aa	UDL00469.1	CAB15670.1
OG0000527	Rhodococcus_erythropolis_aa	UDL00469.1	ALU72849.1, ALU68011.1
OG0000529	Bacillus_subtilis_aa	UDL00714.1	CAB15677.1
OG0000529	Rhodococcus_erythropolis_aa	UDL00714.1	ALU69462.1, ALU71359.1
OG0000530	Bacillus_subtilis_aa	UDL02067.1	CAB15683.1
OG0000530	Rhodococcus_erythropolis_aa	UDL02067.1	ALU69394.1, ALU67942.1
OG0000531	Rhodococcus_erythropolis_aa	UDL00259.1	ALU70251.1
OG0000531	Bacillus_subtilis_aa	UDL00259.1	CAB15693.1, CAB15727.2
OG0000532	Bacillus_subtilis_aa	UDL00655.1	CAB15706.1
OG0000532	Rhodococcus_erythropolis_aa	UDL00655.1	ALU68332.1, ALU71834.1
OG0000533	Bacillus_subtilis_aa	UDK99254.1	CAB15707.1
OG0000533	Rhodococcus_erythropolis_aa	UDK99254.1	ALU69929.1, ALU70238.1
OG0000534	Bacillus_subtilis_aa	UDL00927.1	CAB15712.1
OG0000534	Rhodococcus_erythropolis_aa	UDL00927.1	ALU72727.1, ALU70237.1
OG0000535	Bacillus_subtilis_aa	UDL00679.1	CAB16003.1, CAB15729.1
OG0000535	Rhodococcus_erythropolis_aa	UDL00679.1	ALU72460.1
OG0000536	Bacillus_subtilis_aa	UDL01985.1	CAB15908.1
OG0000536	Rhodococcus_erythropolis_aa	UDL01985.1	ALU68663.1, ALU68645.1
OG0000537	Rhodococcus_erythropolis_aa	UDK99826.1	ALU69094.1
OG0000537	Bacillus_subtilis_aa	UDK99826.1	CAB16069.1, CAB15974.1
OG0000539	Bacillus_subtilis_aa	UDL00008.1	CAB16119.1, CAB16116.1
OG0000539	Rhodococcus_erythropolis_aa	UDL00008.1	ALU69924.1
OG0000540	Bacillus_subtilis_aa	UDK99545.1	CAB16125.1
OG0000540	Rhodococcus_erythropolis_aa	UDK99545.1	ALU72384.1, ALU71881.1
OG0000541	Bacillus_subtilis_aa	UDK99310.1	CAB16126.2
OG0000541	Rhodococcus_erythropolis_aa	UDK99310.1	ALU69778.1, ALU68384.1
OG0000542	Bacillus_subtilis_aa	UDK99229.1	CAB16134.1
OG0000542	Rhodococcus_erythropolis_aa	UDK99229.1	ALU68221.1, ALU70834.1
OG0000543	Bacillus_subtilis_aa	UDL00041.1, UDK99917.1	CAE01465.2
OG0000543	Rhodococcus_erythropolis_aa	UDL00041.1, UDK99917.1	ALU72374.1
OG0000545	Rhodococcus_erythropolis_aa	UDK99258.1, UDL02204.1	ALU72869.1, ALU69227.1
OG0000546	Rhodococcus_erythropolis_aa	UDK99402.1, UDK99676.1, UDL01295.1	ALU68926.1
OG0000549	Rhodococcus_erythropolis_aa	UDK99598.1	ALU69191.1, ALU71652.1, ALU69641.1
OG0000550	Rhodococcus_erythropolis_aa	UDK99627.1, UDL00298.1, UDL01013.1	ALU67742.1
OG0000551	Rhodococcus_erythropolis_aa	UDK99782.1	ALU68152.1
OG0000551	Rhodococcus_erythropolis_aa	UDL01561.1	ALU72207.1
OG0000552	Rhodococcus_erythropolis_aa	UDK99803.1	ALU69369.1, ALU69368.1, ALU69367.1
OG0000553	Rhodococcus_erythropolis_aa	UDK99892.1	ALU72698.1, ALU68129.1, ALU72354.1
OG0000555	Rhodococcus_erythropolis_aa	UDL00376.1	ALU67691.1, ALU69072.1, ALU70876.1
OG0000556	Rhodococcus_erythropolis_aa	UDL00446.1, UDL01133.1	ALU71217.1, ALU68716.1
OG0000557	Rhodococcus_erythropolis_aa	UDL00465.1	ALU69063.1, ALU69417.1, ALU73025.1
OG0000558	Rhodococcus_erythropolis_aa	UDL00763.1	ALU69956.1, ALU70906.1, ALU69431.1
OG0000559	Rhodococcus_erythropolis_aa	UDL01549.1, UDL00974.1, UDL02160.1	ALU69763.1
OG0000560	Rhodococcus_erythropolis_aa	UDL01062.1, UDL01069.1	ALU70282.1, ALU68101.1
OG0000561	Rhodococcus_erythropolis_aa	UDL01094.1, UDL01934.1, UDL01269.1	ALU69401.1
OG0000562	Rhodococcus_erythropolis_aa	UDL01248.1	ALU73170.1, ALU67646.1, ALU73165.1
OG0000563	Rhodococcus_erythropolis_aa	UDL01300.1	ALU70776.1, ALU72642.1, ALU72417.1
OG0000564	Rhodococcus_erythropolis_aa	UDL02216.1, UDL01347.1	ALU70935.1, ALU69787.1
OG0000565	Rhodococcus_erythropolis_aa	UDL02015.1, UDL01380.1	ALU72744.1, ALU68459.1
OG0000566	Rhodococcus_erythropolis_aa	UDL01657.1	ALU69886.1, ALU72559.1, ALU71599.1
OG0000568	Rhodococcus_erythropolis_aa	UDL01988.1	ALU73667.1, ALU73658.1, ALU67776.1
OG0000569	Rhodococcus_erythropolis_aa	UDL02026.1	ALU72516.1, ALU72314.1, ALU69701.1
OG0000571	Rhodococcus_erythropolis_aa	UDL02081.1	ALU68182.1, ALU70868.1, ALU68181.1
OG0000633	Rhodococcus_erythropolis_aa	UDK99218.1	ALU68213.1
OG0000633	Bacillus_subtilis_aa	UDK99218.1	CAB11777.1
OG0000634	Rhodococcus_erythropolis_aa	UDK99217.1	ALU68212.1
OG0000634	Bacillus_subtilis_aa	UDK99217.1	CAB11778.1
OG0000635	Bacillus_subtilis_aa	UDL01700.1	CAB11779.1
OG0000635	Rhodococcus_erythropolis_aa	UDL01700.1	ALU68148.1
OG0000636	Rhodococcus_erythropolis_aa	UDL00224.1	ALU68210.1
OG0000636	Bacillus_subtilis_aa	UDL00224.1	CAB11780.1
OG0000637	Rhodococcus_erythropolis_aa	UDL00973.1	ALU68204.1
OG0000637	Bacillus_subtilis_aa	UDL00973.1	CAB11783.1
OG0000638	Bacillus_subtilis_aa	UDL00941.1	CAB11785.1
OG0000638	Rhodococcus_erythropolis_aa	UDL00941.1	ALU71956.1
OG0000639	Rhodococcus_erythropolis_aa	UDL00481.1	ALU71180.1
OG0000639	Bacillus_subtilis_aa	UDL00481.1	CAB11787.1
OG0000640	Bacillus_subtilis_aa	UDL00480.1	CAB11788.1
OG0000640	Rhodococcus_erythropolis_aa	UDL00480.1	ALU71174.1
OG0000641	Rhodococcus_erythropolis_aa	UDL00399.1	ALU68028.1
OG0000641	Bacillus_subtilis_aa	UDL00399.1	CAB11789.1
OG0000644	Bacillus_subtilis_aa	UDL01430.1	CAB11795.2
OG0000644	Rhodococcus_erythropolis_aa	UDL01430.1	ALU67867.1
OG0000645	Bacillus_subtilis_aa	UDK99399.1	CAB11796.1
OG0000645	Rhodococcus_erythropolis_aa	UDK99399.1	ALU67853.1
OG0000646	Rhodococcus_erythropolis_aa	UDK99398.1	ALU67852.1
OG0000646	Bacillus_subtilis_aa	UDK99398.1	CAB11797.1
OG0000648	Bacillus_subtilis_aa	UDK99319.1	CAB11804.2
OG0000648	Rhodococcus_erythropolis_aa	UDK99319.1	ALU71744.1
OG0000649	Bacillus_subtilis_aa	UDK99814.1	CAB11812.1
OG0000649	Rhodococcus_erythropolis_aa	UDK99814.1	ALU69813.1
OG0000651	Bacillus_subtilis_aa	UDL00539.1	CAB11814.1
OG0000651	Rhodococcus_erythropolis_aa	UDL00539.1	ALU69815.1
OG0000652	Rhodococcus_erythropolis_aa	UDK99347.1	ALU69816.1
OG0000652	Bacillus_subtilis_aa	UDK99347.1	CAB11815.1
OG0000653	Bacillus_subtilis_aa	UDL01708.1	CAB11818.1
OG0000653	Rhodococcus_erythropolis_aa	UDL01708.1	ALU69822.1
OG0000654	Bacillus_subtilis_aa	UDL01596.1	CAB11822.1
OG0000654	Rhodococcus_erythropolis_aa	UDL01596.1	ALU69830.1
OG0000655	Rhodococcus_erythropolis_aa	UDK99971.1	ALU69872.1
OG0000655	Bacillus_subtilis_aa	UDK99971.1	CAB11826.1
OG0000656	Rhodococcus_erythropolis_aa	UDL00560.1	ALU69871.1
OG0000656	Bacillus_subtilis_aa	UDL00560.1	CAB11827.1
OG0000657	Rhodococcus_erythropolis_aa	UDL01391.1	ALU69857.1
OG0000657	Bacillus_subtilis_aa	UDL01391.1	CAB11829.1
OG0000658	Bacillus_subtilis_aa	UDL00626.1	CAB11831.1
OG0000658	Rhodococcus_erythropolis_aa	UDL00626.1	ALU69881.1
OG0000659	Bacillus_subtilis_aa	UDL00315.1	CAB11834.1
OG0000659	Rhodococcus_erythropolis_aa	UDL00315.1	ALU69882.1
OG0000660	Bacillus_subtilis_aa	UDL00491.1	CAB11844.1
OG0000660	Rhodococcus_erythropolis_aa	UDL00491.1	ALU73156.1
OG0000661	Bacillus_subtilis_aa	UDK99645.1	CAB11846.2
OG0000661	Rhodococcus_erythropolis_aa	UDK99645.1	ALU73145.1
OG0000662	Bacillus_subtilis_aa	UDL00198.1	CAB12835.1, CAB11848.1
OG0000663	Rhodococcus_erythropolis_aa	UDK99955.1	ALU72781.1
OG0000663	Bacillus_subtilis_aa	UDK99955.1	CAB11849.1
