Orthogroup	Species	Rhodococcus_erythropolis_aa	Orthologs
OG0000338	Bacillus_subtilis_aa	ALU71876.1	CAB14251.1, CAB14280.1, CAB11786.1
OG0000341	Bacillus_subtilis_aa	ALU73155.1	CAB11845.1
OG0000341	Deinococcus_radiodurans_aa	ALU73155.1	UDK99763.1, UDL00162.1
OG0000342	Deinococcus_radiodurans_aa	ALU70749.1	UDL00860.1
OG0000342	Bacillus_subtilis_aa	ALU70749.1	CAB14184.1, CAB11850.1
OG0000343	Bacillus_subtilis_aa	ALU68188.1, ALU68813.1	CAB11851.1
OG0000343	Deinococcus_radiodurans_aa	ALU68188.1, ALU68813.1	UDL00839.1
OG0000344	Bacillus_subtilis_aa	ALU73457.1, ALU73153.1	CAB11853.1
OG0000344	Deinococcus_radiodurans_aa	ALU73457.1, ALU73153.1	UDK99368.1
OG0000345	Deinococcus_radiodurans_aa	ALU69403.1	UDL01453.1
OG0000345	Bacillus_subtilis_aa	ALU69403.1	CAB12632.1, CAB11857.1
OG0000346	Bacillus_subtilis_aa	ALU72005.1, ALU71448.1	CAB11914.1
OG0000346	Deinococcus_radiodurans_aa	ALU72005.1, ALU71448.1	UDL00431.1
OG0000347	Bacillus_subtilis_aa	ALU70985.1	CAB12189.1, CAB11937.2, CAB15336.1
OG0000348	Bacillus_subtilis_aa	ALU68394.1	CAB12648.1
OG0000348	Bacillus_subtilis_aa	ALU72663.1	CAB11945.1
OG0000349	Bacillus_subtilis_aa	ALU71978.1	CAB11954.1, CAB11983.1
OG0000349	Deinococcus_radiodurans_aa	ALU71978.1	UDK99498.1
OG0000350	Bacillus_subtilis_aa	ALU68996.1	CAB12630.1, CAB11956.1
OG0000350	Deinococcus_radiodurans_aa	ALU68996.1	UDL01573.1
OG0000351	Bacillus_subtilis_aa	ALU72076.1	CAB11985.2, CAB15764.1
OG0000351	Deinococcus_radiodurans_aa	ALU72076.1	UDL02296.1
OG0000352	Bacillus_subtilis_aa	ALU68150.1, ALU73594.1, ALU69109.1	CAB11993.2
OG0000353	Bacillus_subtilis_aa	ALU69214.1	CAB12004.1
OG0000353	Deinococcus_radiodurans_aa	ALU69214.1	UDL01484.1, UDL00800.1
OG0000354	Bacillus_subtilis_aa	ALU70099.1	CAB12010.1
OG0000354	Deinococcus_radiodurans_aa	ALU70099.1	UDK99853.1, UDK99854.1
OG0000355	Bacillus_subtilis_aa	ALU70531.1	CAB15881.2, CAB12033.1
OG0000355	Deinococcus_radiodurans_aa	ALU70531.1	UDL00712.1
OG0000357	Bacillus_subtilis_aa	ALU70903.1	CAB12035.1, CAB12941.1
OG0000357	Deinococcus_radiodurans_aa	ALU70903.1	UDL00110.1
OG0000358	Bacillus_subtilis_aa	ALU70925.1	CAB12058.2, CAB12418.1
OG0000358	Deinococcus_radiodurans_aa	ALU70925.1	UDK99969.1
OG0000359	Bacillus_subtilis_aa	ALU73436.1, ALU68600.1	CAB12063.1
OG0000359	Deinococcus_radiodurans_aa	ALU73436.1, ALU68600.1	UDL01372.1
OG0000360	Deinococcus_radiodurans_aa	ALU71738.1	UDK99756.1
OG0000360	Bacillus_subtilis_aa	ALU71738.1	CAB12066.1, CAB15547.1
OG0000361	Deinococcus_radiodurans_aa	ALU69745.1	UDL00076.1
OG0000361	Bacillus_subtilis_aa	ALU69745.1	CAB12069.1, CAB12660.2
OG0000363	Bacillus_subtilis_aa	ALU71136.1, ALU71137.1	CAB12106.3
OG0000363	Deinococcus_radiodurans_aa	ALU71136.1, ALU71137.1	UDK99791.1
OG0000364	Bacillus_subtilis_aa	ALU69488.1	CAB12114.1, CAB15274.1
OG0000364	Deinococcus_radiodurans_aa	ALU69488.1	UDK99977.1
OG0000365	Bacillus_subtilis_aa	ALU71189.1	CAB16048.1, CAB15962.2, CAB12135.1
OG0000366	Bacillus_subtilis_aa	ALU67667.1, ALU68676.1	CAB12198.1
OG0000366	Deinococcus_radiodurans_aa	ALU67667.1, ALU68676.1	UDL01809.1
OG0000367	Deinococcus_radiodurans_aa	ALU69059.1	UDL00787.1
OG0000367	Bacillus_subtilis_aa	ALU69059.1	CAB12214.3, CAB12243.1
OG0000368	Bacillus_subtilis_aa	ALU69000.1, ALU73082.1	CAB12216.2
OG0000368	Deinococcus_radiodurans_aa	ALU69000.1, ALU73082.1	UDL02045.1
OG0000369	Bacillus_subtilis_aa	ALU73274.1	CAB12474.2, CAB12232.1
OG0000369	Deinococcus_radiodurans_aa	ALU73274.1	UDK99400.1
OG0000370	Bacillus_subtilis_aa	ALU67733.1	CAB12233.1, CAB13485.1
OG0000370	Deinococcus_radiodurans_aa	ALU67733.1	UDL00488.1
OG0000371	Bacillus_subtilis_aa	ALU72830.1	CAB15141.1, CAB12252.1, CAB12587.1
OG0000372	Bacillus_subtilis_aa	ALU71975.1	CAB12271.1, CAB13648.1
OG0000372	Deinococcus_radiodurans_aa	ALU71975.1	UDL00221.1
OG0000373	Bacillus_subtilis_aa	ALU69541.1	CAB12316.1, CAB12326.1
OG0000373	Deinococcus_radiodurans_aa	ALU69541.1	UDL01745.1
OG0000374	Bacillus_subtilis_aa	ALU71921.1	CAB12337.1, CAB15616.1, CAB14588.2
OG0000375	Deinococcus_radiodurans_aa	ALU69810.1	UDL00907.1
OG0000375	Bacillus_subtilis_aa	ALU69810.1	CAB12652.1, CAB12357.1
OG0000376	Bacillus_subtilis_aa	ALU72815.1	CAB13079.1, CAB13834.2, CAB12391.2
OG0000377	Bacillus_subtilis_aa	ALU71910.1	CAB12393.2, CAB12780.2
OG0000377	Deinococcus_radiodurans_aa	ALU71910.1	UDL02176.1
OG0000379	Bacillus_subtilis_aa	ALU70676.1	CAB13088.1, CAB12435.1, CAB13641.2
OG0000380	Bacillus_subtilis_aa	ALU71021.1	CAB12452.2
OG0000380	Deinococcus_radiodurans_aa	ALU71021.1	UDL00068.1, UDK99798.1
OG0000381	Bacillus_subtilis_aa	ALU69566.1	CAB12456.1, CAB14977.1
OG0000381	Deinococcus_radiodurans_aa	ALU69566.1	UDL01955.1
OG0000382	Bacillus_subtilis_aa	ALU72841.1, ALU68944.1	CAB12464.1
OG0000382	Deinococcus_radiodurans_aa	ALU72841.1, ALU68944.1	UDL01209.1
OG0000383	Deinococcus_radiodurans_aa	ALU72855.1	UDL00537.1
OG0000383	Bacillus_subtilis_aa	ALU72855.1	CAB12473.1, CAB15798.1
OG0000384	Bacillus_subtilis_aa	ALU71219.1	CAB12493.1, CAB12631.1
OG0000384	Deinococcus_radiodurans_aa	ALU71219.1	UDK99437.1
OG0000386	Bacillus_subtilis_aa	ALU70028.1, ALU68313.1	CAB12517.1
OG0000386	Deinococcus_radiodurans_aa	ALU70028.1, ALU68313.1	UDL00543.1
OG0000388	Bacillus_subtilis_aa	ALU68082.1, ALU73466.1	CAB12542.1
OG0000388	Deinococcus_radiodurans_aa	ALU68082.1, ALU73466.1	UDL02199.1
OG0000390	Bacillus_subtilis_aa	ALU70992.1, ALU70990.1, ALU71631.1	CAB12572.1
OG0000391	Bacillus_subtilis_aa	ALU69683.1, ALU69864.1, ALU68927.1	CAB12577.1
OG0000392	Bacillus_subtilis_aa	ALU72486.1	CAB14627.1, CAB15932.2, CAB12590.1
OG0000393	Bacillus_subtilis_aa	ALU69373.1	CAB12594.1
OG0000393	Deinococcus_radiodurans_aa	ALU69373.1	UDL00190.1, UDL00946.1
OG0000394	Bacillus_subtilis_aa	ALU68400.1	CAB14644.2, CAB12614.1
OG0000394	Deinococcus_radiodurans_aa	ALU68400.1	UDL00329.1
OG0000395	Bacillus_subtilis_aa	ALU71517.1	CAB13196.1, CAB13146.2, CAB12688.1
OG0000396	Bacillus_subtilis_aa	ALU72208.1	CAB14772.1, CAB12699.3
OG0000396	Deinococcus_radiodurans_aa	ALU72208.1	UDK99735.1
OG0000397	Deinococcus_radiodurans_aa	ALU67799.1	UDL01044.1
OG0000397	Bacillus_subtilis_aa	ALU67799.1	CAB15889.1, CAB12710.2
OG0000398	Bacillus_subtilis_aa	ALU67929.1	CAB12747.1
OG0000398	Deinococcus_radiodurans_aa	ALU67929.1	UDK99687.1, UDL01798.1
OG0000399	Bacillus_subtilis_aa	ALU70904.1	CAB12752.1
OG0000399	Deinococcus_radiodurans_aa	ALU70904.1	UDL01604.1, UDL00708.1
OG0000400	Bacillus_subtilis_aa	ALU69587.1, ALU71820.1	CAB12757.2
OG0000400	Deinococcus_radiodurans_aa	ALU69587.1, ALU71820.1	UDL00986.1
OG0000401	Bacillus_subtilis_aa	ALU71994.1, ALU71620.1	CAB12762.1
OG0000401	Deinococcus_radiodurans_aa	ALU71994.1, ALU71620.1	UDK99802.1
OG0000402	Bacillus_subtilis_aa	ALU71641.1, ALU71640.1	CAB12800.1
OG0000402	Deinococcus_radiodurans_aa	ALU71641.1, ALU71640.1	UDK99385.1
OG0000404	Bacillus_subtilis_aa	ALU70401.1	CAB12823.2, CAB14492.2
OG0000404	Deinococcus_radiodurans_aa	ALU70401.1	UDK99335.1
OG0000405	Bacillus_subtilis_aa	ALU71237.1	CAB12826.1, CAB14723.1
OG0000405	Deinococcus_radiodurans_aa	ALU71237.1	UDL00282.1
OG0000406	Bacillus_subtilis_aa	ALU73117.1	CAB12850.1
OG0000406	Deinococcus_radiodurans_aa	ALU73117.1	UDK99630.1, UDK99469.1
OG0000407	Bacillus_subtilis_aa	ALU71863.1, ALU73037.1	CAB12890.1
OG0000407	Deinococcus_radiodurans_aa	ALU71863.1, ALU73037.1	UDL02077.1
OG0000408	Bacillus_subtilis_aa	ALU73401.1, ALU71565.1	CAB12915.1
OG0000408	Deinococcus_radiodurans_aa	ALU73401.1, ALU71565.1	UDL00696.1
OG0000409	Bacillus_subtilis_aa	ALU70541.1	CAB15032.1, CAB12919.2, CAB16028.2
OG0000411	Bacillus_subtilis_aa	ALU70398.1	CAB12933.2, CAB13431.1
OG0000411	Deinococcus_radiodurans_aa	ALU70398.1	UDL01795.1
OG0000412	Deinococcus_radiodurans_aa	ALU70811.1	UDK99960.1
OG0000412	Bacillus_subtilis_aa	ALU70811.1	CAB16071.1, CAB12963.2
OG0000413	Bacillus_subtilis_aa	ALU71089.1	CAB12964.2, CAB13425.1
OG0000413	Deinococcus_radiodurans_aa	ALU71089.1	UDK99856.1
OG0000414	Bacillus_subtilis_aa	ALU71088.1	CAB13426.1, CAB12965.3
OG0000414	Deinococcus_radiodurans_aa	ALU71088.1	UDK99841.1
OG0000415	Bacillus_subtilis_aa	ALU72922.1	CAB12996.2
OG0000415	Deinococcus_radiodurans_aa	ALU72922.1	UDL00661.1, UDK99553.1
OG0000416	Bacillus_subtilis_aa	ALU67748.1	CAB13150.1, CAB13001.1
OG0000416	Deinococcus_radiodurans_aa	ALU67748.1	UDL00103.1
OG0000417	Deinococcus_radiodurans_aa	ALU72048.1	UDL00717.1
OG0000417	Bacillus_subtilis_aa	ALU72048.1	CAB13017.1, CAB15874.1
OG0000418	Bacillus_subtilis_aa	ALU72395.1	CAB15855.1, CAB13023.1
OG0000418	Deinococcus_radiodurans_aa	ALU72395.1	UDL01947.1
OG0000419	Bacillus_subtilis_aa	ALU71708.1	CAB13300.1, CAB13027.1
OG0000419	Deinococcus_radiodurans_aa	ALU71708.1	UDL01291.1
OG0000422	Bacillus_subtilis_aa	ALU70154.1	CAB14543.1, CAB13126.2
OG0000422	Deinococcus_radiodurans_aa	ALU70154.1	UDL00045.1
OG0000423	Bacillus_subtilis_aa	ALU70511.1, ALU72183.1	CAB13141.2
OG0000423	Deinococcus_radiodurans_aa	ALU70511.1, ALU72183.1	UDL00075.1
OG0000424	Bacillus_subtilis_aa	ALU70668.1, ALU72862.1	CAB16086.2, CAB13145.2
OG0000425	Bacillus_subtilis_aa	ALU68628.1	CAB13160.2
OG0000425	Deinococcus_radiodurans_aa	ALU68628.1	UDL01640.1, UDL02231.1
OG0000426	Bacillus_subtilis_aa	ALU70079.1, ALU72282.1, ALU67671.1	CAB13230.1
OG0000427	Bacillus_subtilis_aa	ALU69995.1	CAB15796.1, CAB13231.1
OG0000427	Deinococcus_radiodurans_aa	ALU69995.1	UDL01290.1
OG0000428	Bacillus_subtilis_aa	ALU71277.1, ALU70193.1	CAB13263.1, CAB15479.1
OG0000429	Bacillus_subtilis_aa	ALU70194.1, ALU71273.1	CAB13264.2
OG0000429	Deinococcus_radiodurans_aa	ALU70194.1, ALU71273.1	UDL02202.1
OG0000430	Bacillus_subtilis_aa	ALU70721.1, ALU70201.1	CAB13269.1
OG0000430	Deinococcus_radiodurans_aa	ALU70721.1, ALU70201.1	UDK99681.1
OG0000431	Bacillus_subtilis_aa	ALU71259.1, ALU70475.1	CAB13295.1
OG0000431	Deinococcus_radiodurans_aa	ALU71259.1, ALU70475.1	UDL01268.1
OG0000432	Bacillus_subtilis_aa	ALU71628.1, ALU69795.1	CAB13301.1
OG0000432	Deinococcus_radiodurans_aa	ALU71628.1, ALU69795.1	UDK99287.1
OG0000433	Bacillus_subtilis_aa	ALU71313.1	CAB13326.1, CAB13551.2
OG0000433	Deinococcus_radiodurans_aa	ALU71313.1	UDL01848.1
OG0000434	Bacillus_subtilis_aa	ALU70173.1, ALU68258.1	CAB13331.1
OG0000434	Deinococcus_radiodurans_aa	ALU70173.1, ALU68258.1	UDL00124.1
OG0000435	Deinococcus_radiodurans_aa	ALU69598.1	UDL01389.1
OG0000435	Bacillus_subtilis_aa	ALU69598.1	CAB14337.2, CAB13334.1
OG0000436	Bacillus_subtilis_aa	ALU71538.1, ALU69784.1	CAB13381.1
OG0000436	Deinococcus_radiodurans_aa	ALU71538.1, ALU69784.1	UDL01385.1
OG0000437	Deinococcus_radiodurans_aa	ALU70581.1	UDL00931.1
OG0000437	Bacillus_subtilis_aa	ALU70581.1	CAB15027.1, CAB13387.1
OG0000438	Bacillus_subtilis_aa	ALU70583.1	CAB13390.2, CAB13389.2
OG0000438	Deinococcus_radiodurans_aa	ALU70583.1	UDL01730.1
OG0000439	Bacillus_subtilis_aa	ALU70584.1, ALU67835.1	CAB13391.1
OG0000439	Deinococcus_radiodurans_aa	ALU70584.1, ALU67835.1	UDK99493.1
OG0000440	Bacillus_subtilis_aa	ALU70586.1, ALU70204.1	CAB13392.2
OG0000440	Deinococcus_radiodurans_aa	ALU70586.1, ALU70204.1	UDL00901.1
OG0000442	Bacillus_subtilis_aa	ALU69545.1, ALU71544.1	CAB13460.1
OG0000442	Deinococcus_radiodurans_aa	ALU69545.1, ALU71544.1	UDL00975.1
OG0000443	Deinococcus_radiodurans_aa	ALU70247.1	UDK99872.1
OG0000443	Bacillus_subtilis_aa	ALU70247.1	CAB15698.1, CAB13497.2
OG0000444	Bacillus_subtilis_aa	ALU70432.1, ALU69926.1	CAB13526.1
OG0000444	Deinococcus_radiodurans_aa	ALU70432.1, ALU69926.1	UDL01458.1
OG0000445	Bacillus_subtilis_aa	ALU71422.1, ALU73020.1	CAB13530.1
OG0000445	Deinococcus_radiodurans_aa	ALU71422.1, ALU73020.1	UDL00389.1
OG0000446	Bacillus_subtilis_aa	ALU71405.1, ALU70352.1	CAB13536.1
OG0000446	Deinococcus_radiodurans_aa	ALU71405.1, ALU70352.1	UDL00868.1
OG0000447	Bacillus_subtilis_aa	ALU71311.1	CAB13553.3, CAB14959.2
OG0000447	Deinococcus_radiodurans_aa	ALU71311.1	UDK99587.1
OG0000448	Deinococcus_radiodurans_aa	ALU70638.1	UDL01366.1
OG0000448	Bacillus_subtilis_aa	ALU70638.1	CAB13573.1, CAB15000.1
OG0000449	Bacillus_subtilis_aa	ALU71617.1	CAB13899.2, CAB13621.1
OG0000449	Deinococcus_radiodurans_aa	ALU71617.1	UDL02232.1
OG0000450	Bacillus_subtilis_aa	ALU71616.1	CAB13898.2, CAB13622.1
OG0000450	Deinococcus_radiodurans_aa	ALU71616.1	UDL02233.1
OG0000451	Bacillus_subtilis_aa	ALU71613.1	CAB13896.2, CAB13623.1
OG0000451	Deinococcus_radiodurans_aa	ALU71613.1	UDL02234.1
OG0000452	Bacillus_subtilis_aa	ALU73067.1, ALU71454.1	CAB13636.1
OG0000452	Deinococcus_radiodurans_aa	ALU73067.1, ALU71454.1	UDL00628.1
OG0000453	Bacillus_subtilis_aa	ALU69710.1	CAB13645.1, CAB16043.1, CAB13748.1
OG0000454	Bacillus_subtilis_aa	ALU68849.1, ALU71270.1	CAB13669.1
OG0000454	Deinococcus_radiodurans_aa	ALU68849.1, ALU71270.1	UDL02091.1
OG0000455	Bacillus_subtilis_aa	ALU70758.1, ALU68167.1	CAB13727.2
OG0000455	Deinococcus_radiodurans_aa	ALU70758.1, ALU68167.1	UDK99382.1
OG0000456	Bacillus_subtilis_aa	ALU68168.1, ALU70757.1	CAB13728.2
OG0000456	Deinococcus_radiodurans_aa	ALU68168.1, ALU70757.1	UDK99383.1
OG0000457	Bacillus_subtilis_aa	ALU72238.1	CAB13741.2, CAB14312.1
OG0000457	Deinococcus_radiodurans_aa	ALU72238.1	UDL00619.1
OG0000458	Bacillus_subtilis_aa	ALU67834.1	CAB15405.1, CAB13769.1
OG0000458	Deinococcus_radiodurans_aa	ALU67834.1	UDK99339.1
OG0000459	Bacillus_subtilis_aa	ALU72866.1	CAB13772.1
OG0000459	Deinococcus_radiodurans_aa	ALU72866.1	UDL01033.1, UDK99619.1
OG0000460	Deinococcus_radiodurans_aa	ALU70363.1	UDL00409.1
OG0000460	Bacillus_subtilis_aa	ALU70363.1	CAB14218.1, CAB13814.1
OG0000461	Bacillus_subtilis_aa	ALU72379.1	CAB13832.1
OG0000461	Deinococcus_radiodurans_aa	ALU72379.1	UDL00640.1, UDL01972.1
OG0000462	Bacillus_subtilis_aa	ALU69671.1, ALU73653.1, ALU69240.1	CAB13942.1
OG0000463	Deinococcus_radiodurans_aa	ALU71557.1	UDL01844.1
OG0000463	Bacillus_subtilis_aa	ALU71557.1	CAB14023.1, CAB14195.1
OG0000464	Bacillus_subtilis_aa	ALU70425.1	CAB14319.2, CAB14303.1, CAB14068.2
OG0000465	Bacillus_subtilis_aa	ALU72779.1, ALU70546.1	CAB14171.1
OG0000465	Deinococcus_radiodurans_aa	ALU72779.1, ALU70546.1	UDK99621.1
OG0000466	Bacillus_subtilis_aa	ALU71553.1, ALU68916.1	CAB14199.1
OG0000466	Deinococcus_radiodurans_aa	ALU71553.1, ALU68916.1	UDL01611.1
OG0000467	Deinococcus_radiodurans_aa	ALU72203.1	UDK99540.1
OG0000467	Bacillus_subtilis_aa	ALU72203.1	CAB14245.2, CAB14776.2
OG0000468	Deinococcus_radiodurans_aa	ALU70837.1	UDL00053.1
OG0000468	Bacillus_subtilis_aa	ALU70837.1	CAB14248.2, CAB14982.2
OG0000469	Bacillus_subtilis_aa	ALU70229.1, ALU70291.1	CAB14270.1
OG0000469	Deinococcus_radiodurans_aa	ALU70229.1, ALU70291.1	UDL00833.1
OG0000470	Bacillus_subtilis_aa	ALU70042.1, ALU73576.1	CAB14882.1, CAB14287.1
OG0000471	Bacillus_subtilis_aa	ALU70122.1, ALU69029.1	CAB14311.1
OG0000471	Deinococcus_radiodurans_aa	ALU70122.1, ALU69029.1	UDL01113.1
OG0000472	Bacillus_subtilis_aa	ALU71049.1, ALU73475.1	CAB14317.2
OG0000472	Deinococcus_radiodurans_aa	ALU71049.1, ALU73475.1	UDL00684.1
OG0000473	Bacillus_subtilis_aa	ALU72401.1	CAB14340.2, CAB15793.1
OG0000473	Deinococcus_radiodurans_aa	ALU72401.1	UDK99284.1
OG0000474	Bacillus_subtilis_aa	ALU70258.1, ALU72673.1	CAB14348.1
OG0000474	Deinococcus_radiodurans_aa	ALU70258.1, ALU72673.1	UDL00207.1
OG0000475	Bacillus_subtilis_aa	ALU73430.1, ALU69053.1, ALU69637.1	CAB14352.1
OG0000476	Bacillus_subtilis_aa	ALU72105.1, ALU72579.1	CAB14364.2
OG0000476	Deinococcus_radiodurans_aa	ALU72105.1, ALU72579.1	UDL01106.1
OG0000477	Bacillus_subtilis_aa	ALU71096.1	CAB14377.1
OG0000477	Deinococcus_radiodurans_aa	ALU71096.1	UDL01652.1, UDL00370.1
OG0000478	Bacillus_subtilis_aa	ALU71248.1, ALU71395.1	CAB14383.2
OG0000478	Deinococcus_radiodurans_aa	ALU71248.1, ALU71395.1	UDL01539.1
OG0000479	Bacillus_subtilis_aa	ALU69328.1, ALU68060.1	CAB14432.3
OG0000479	Deinococcus_radiodurans_aa	ALU69328.1, ALU68060.1	UDL00402.1
OG0000480	Bacillus_subtilis_aa	ALU71234.1, ALU71245.1	CAB14450.2
OG0000480	Deinococcus_radiodurans_aa	ALU71234.1, ALU71245.1	UDL00066.1
OG0000481	Bacillus_subtilis_aa	ALU72518.1, ALU70405.1	CAB14488.2
OG0000481	Deinococcus_radiodurans_aa	ALU72518.1, ALU70405.1	UDL00531.1
OG0000482	Bacillus_subtilis_aa	ALU69635.1	CAB14503.1
OG0000482	Deinococcus_radiodurans_aa	ALU69635.1	UDL01612.1, UDK99617.1
OG0000483	Bacillus_subtilis_aa	ALU69500.1, ALU70340.1	CAB14508.2
OG0000483	Deinococcus_radiodurans_aa	ALU69500.1, ALU70340.1	UDL00307.1
OG0000484	Bacillus_subtilis_aa	ALU72456.1, ALU68049.1	CAB14606.1
OG0000484	Deinococcus_radiodurans_aa	ALU72456.1, ALU68049.1	UDL00237.1
OG0000485	Bacillus_subtilis_aa	ALU69515.1, ALU70651.1	CAB14612.1
OG0000485	Deinococcus_radiodurans_aa	ALU69515.1, ALU70651.1	UDK99811.1
OG0000486	Bacillus_subtilis_aa	ALU69516.1	CAB14613.1, CAB15628.1
OG0000486	Deinococcus_radiodurans_aa	ALU69516.1	UDL00954.1
OG0000488	Bacillus_subtilis_aa	ALU70778.1, ALU71288.1	CAB14684.1
OG0000488	Deinococcus_radiodurans_aa	ALU70778.1, ALU71288.1	UDL00732.1
OG0000489	Bacillus_subtilis_aa	ALU70070.1, ALU73003.1	CAB14689.1
OG0000489	Deinococcus_radiodurans_aa	ALU70070.1, ALU73003.1	UDL00963.1
OG0000490	Bacillus_subtilis_aa	ALU71590.1	CAB14937.1, CAB14693.2
OG0000490	Deinococcus_radiodurans_aa	ALU71590.1	UDK99415.1
OG0000491	Bacillus_subtilis_aa	ALU71159.1	CAB14720.1
OG0000491	Deinococcus_radiodurans_aa	ALU71159.1	UDK99748.1, UDL00035.1
OG0000492	Bacillus_subtilis_aa	ALU70349.1	CAB14768.1
OG0000492	Deinococcus_radiodurans_aa	ALU70349.1	UDK99532.1, UDL01567.1
OG0000494	Bacillus_subtilis_aa	ALU71558.1	CAB14785.1
OG0000494	Deinococcus_radiodurans_aa	ALU71558.1	UDL00853.1, UDL00701.1
OG0000495	Bacillus_subtilis_aa	ALU68708.1, ALU71845.1	CAB14804.2
OG0000495	Deinococcus_radiodurans_aa	ALU68708.1, ALU71845.1	UDL00097.1
OG0000496	Bacillus_subtilis_aa	ALU68740.1, ALU68137.1	CAB14816.1
OG0000496	Deinococcus_radiodurans_aa	ALU68740.1, ALU68137.1	UDL00771.1
OG0000497	Deinococcus_radiodurans_aa	ALU70802.1	UDL01376.1
OG0000497	Bacillus_subtilis_aa	ALU70802.1	CAB14823.1, CAB14960.1
OG0000499	Bacillus_subtilis_aa	ALU71186.1	CAB15783.2, CAB14855.1
OG0000499	Deinococcus_radiodurans_aa	ALU71186.1	UDL01118.1
OG0000500	Bacillus_subtilis_aa	ALU70770.1, ALU68998.1	CAB14869.1
OG0000500	Deinococcus_radiodurans_aa	ALU70770.1, ALU68998.1	UDL00785.1
OG0000501	Bacillus_subtilis_aa	ALU69625.1, ALU68329.1	CAB14881.2
OG0000501	Deinococcus_radiodurans_aa	ALU69625.1, ALU68329.1	UDL00342.1
OG0000502	Deinococcus_radiodurans_aa	ALU70822.1	UDL01625.1
OG0000502	Bacillus_subtilis_aa	ALU70822.1	CAB15872.1, CAB14945.1
OG0000504	Bacillus_subtilis_aa	ALU71548.1, ALU72126.1	CAB15030.1
OG0000504	Deinococcus_radiodurans_aa	ALU71548.1, ALU72126.1	UDL01125.1
OG0000505	Bacillus_subtilis_aa	ALU68266.1, ALU73078.1	CAB15055.1
OG0000505	Deinococcus_radiodurans_aa	ALU68266.1, ALU73078.1	UDL01770.1
OG0000506	Bacillus_subtilis_aa	ALU70014.1	CAB15074.1, CAB15075.1
OG0000506	Deinococcus_radiodurans_aa	ALU70014.1	UDL00768.1
OG0000507	Deinococcus_radiodurans_aa	ALU67804.1	UDL00101.1
OG0000507	Bacillus_subtilis_aa	ALU67804.1	CAB15611.1, CAB15144.1
OG0000509	Bacillus_subtilis_aa	ALU70182.1	CAB15192.1
OG0000509	Deinococcus_radiodurans_aa	ALU70182.1	UDK99887.1, UDL01993.1
OG0000510	Bacillus_subtilis_aa	ALU71796.1	CAB15235.1
OG0000510	Deinococcus_radiodurans_aa	ALU71796.1	UDL00293.1, UDL00295.1
OG0000511	Bacillus_subtilis_aa	ALU71799.1, ALU70715.1	CAB15238.1
OG0000511	Deinococcus_radiodurans_aa	ALU71799.1, ALU70715.1	UDL01951.1
OG0000512	Bacillus_subtilis_aa	ALU72352.1, ALU72416.1	CAB15253.1
OG0000512	Deinococcus_radiodurans_aa	ALU72352.1, ALU72416.1	UDL00753.1
OG0000513	Bacillus_subtilis_aa	ALU69146.1	CAB15262.1
OG0000513	Deinococcus_radiodurans_aa	ALU69146.1	UDL00472.1, UDL00473.1
OG0000514	Bacillus_subtilis_aa	ALU68757.1	CAB15272.1
OG0000514	Deinococcus_radiodurans_aa	ALU68757.1	UDL01490.1, UDL00534.1
OG0000515	Bacillus_subtilis_aa	ALU68891.1	CAB15308.1
OG0000515	Deinococcus_radiodurans_aa	ALU68891.1	UDL01577.1, UDL02143.1
OG0000516	Bacillus_subtilis_aa	ALU70389.1, ALU69522.1	CAB15343.1
OG0000516	Deinococcus_radiodurans_aa	ALU70389.1, ALU69522.1	UDL01942.1
OG0000517	Bacillus_subtilis_aa	ALU70788.1, ALU68484.1	CAB15350.1
OG0000517	Deinococcus_radiodurans_aa	ALU70788.1, ALU68484.1	UDL01712.1
OG0000518	Bacillus_subtilis_aa	ALU68045.1	CAB15353.1
OG0000518	Deinococcus_radiodurans_aa	ALU68045.1	UDK99921.1, UDL01063.1
OG0000519	Bacillus_subtilis_aa	ALU67678.1, ALU72223.1	CAB15357.1
OG0000519	Deinococcus_radiodurans_aa	ALU67678.1, ALU72223.1	UDL01929.1
OG0000520	Bacillus_subtilis_aa	ALU69535.1, ALU68867.1	CAB15360.1
OG0000520	Deinococcus_radiodurans_aa	ALU69535.1, ALU68867.1	UDL01234.1
OG0000521	Bacillus_subtilis_aa	ALU69290.1	CAB15388.1, CAB15378.1
OG0000521	Deinococcus_radiodurans_aa	ALU69290.1	UDL01910.1
OG0000522	Deinococcus_radiodurans_aa	ALU71763.1	UDL01824.1
OG0000522	Bacillus_subtilis_aa	ALU71763.1	CAB15808.3, CAB15440.1
OG0000523	Bacillus_subtilis_aa	ALU70006.1, ALU70005.1	CAB15469.1
OG0000523	Deinococcus_radiodurans_aa	ALU70006.1, ALU70005.1	UDK99655.1
OG0000524	Bacillus_subtilis_aa	ALU70195.1, ALU72913.1	CAB15506.1
OG0000524	Deinococcus_radiodurans_aa	ALU70195.1, ALU72913.1	UDL01845.1
OG0000525	Bacillus_subtilis_aa	ALU68383.1	CAB16127.1, CAB15648.2
OG0000525	Deinococcus_radiodurans_aa	ALU68383.1	UDL01632.1
OG0000526	Bacillus_subtilis_aa	ALU67868.1, ALU71530.1	CAB15668.1
OG0000526	Deinococcus_radiodurans_aa	ALU67868.1, ALU71530.1	UDK99864.1
OG0000527	Bacillus_subtilis_aa	ALU72849.1, ALU68011.1	CAB15670.1
