Orthogroup	Bacillus_subtilis_aa	Deinococcus_radiodurans_aa	Rhodococcus_erythropolis_aa
OG0000490	CAB14693.2, CAB14937.1	UDK99415.1	ALU71590.1
OG0000491	CAB14720.1	UDK99748.1, UDL00035.1	ALU71159.1
OG0000492	CAB14768.1	UDK99532.1, UDL01567.1	ALU70349.1
OG0000493	CAB14780.1, CAB14781.1	UDK99541.1, UDL01022.1	
OG0000494	CAB14785.1	UDL00701.1, UDL00853.1	ALU71558.1
OG0000495	CAB14804.2	UDL00097.1	ALU68708.1, ALU71845.1
OG0000496	CAB14816.1	UDL00771.1	ALU68137.1, ALU68740.1
OG0000497	CAB14823.1, CAB14960.1	UDL01376.1	ALU70802.1
OG0000498	CAB14850.1, CAB15859.2, CAB16039.3	UDL00553.1	
OG0000499	CAB14855.1, CAB15783.2	UDL01118.1	ALU71186.1
OG0000500	CAB14869.1	UDL00785.1	ALU68998.1, ALU70770.1
OG0000501	CAB14881.2	UDL00342.1	ALU68329.1, ALU69625.1
OG0000502	CAB14945.1, CAB15872.1	UDL01625.1	ALU70822.1
OG0000503	CAB14966.1, CAB15722.1	UDL01572.1, UDL02038.1	
OG0000504	CAB15030.1	UDL01125.1	ALU71548.1, ALU72126.1
OG0000505	CAB15055.1	UDL01770.1	ALU68266.1, ALU73078.1
OG0000506	CAB15074.1, CAB15075.1	UDL00768.1	ALU70014.1
OG0000507	CAB15144.1, CAB15611.1	UDL00101.1	ALU67804.1
OG0000508	CAB15145.1, CAB15146.1	UDK99449.1, UDK99450.1	
OG0000509	CAB15192.1	UDK99887.1, UDL01993.1	ALU70182.1
OG0000510	CAB15235.1	UDL00293.1, UDL00295.1	ALU71796.1
OG0000511	CAB15238.1	UDL01951.1	ALU70715.1, ALU71799.1
OG0000512	CAB15253.1	UDL00753.1	ALU72352.1, ALU72416.1
OG0000513	CAB15262.1	UDL00472.1, UDL00473.1	ALU69146.1
OG0000514	CAB15272.1	UDL00534.1, UDL01490.1	ALU68757.1
OG0000515	CAB15308.1	UDL01577.1, UDL02143.1	ALU68891.1
OG0000516	CAB15343.1	UDL01942.1	ALU69522.1, ALU70389.1
OG0000517	CAB15350.1	UDL01712.1	ALU68484.1, ALU70788.1
OG0000518	CAB15353.1	UDK99921.1, UDL01063.1	ALU68045.1
OG0000519	CAB15357.1	UDL01929.1	ALU67678.1, ALU72223.1
OG0000520	CAB15360.1	UDL01234.1	ALU68867.1, ALU69535.1
OG0000521	CAB15378.1, CAB15388.1	UDL01910.1	ALU69290.1
OG0000522	CAB15440.1, CAB15808.3	UDL01824.1	ALU71763.1
OG0000523	CAB15469.1	UDK99655.1	ALU70005.1, ALU70006.1
OG0000524	CAB15506.1	UDL01845.1	ALU70195.1, ALU72913.1
OG0000525	CAB15648.2, CAB16127.1	UDL01632.1	ALU68383.1
OG0000526	CAB15668.1	UDK99864.1	ALU67868.1, ALU71530.1
OG0000527	CAB15670.1	UDL00469.1	ALU68011.1, ALU72849.1
OG0000528	CAB15676.1, CAB15747.1, CAB15752.1		ALU69651.1
OG0000529	CAB15677.1	UDL00714.1	ALU69462.1, ALU71359.1
OG0000530	CAB15683.1	UDL02067.1	ALU67942.1, ALU69394.1
OG0000531	CAB15693.1, CAB15727.2	UDL00259.1	ALU70251.1
OG0000532	CAB15706.1	UDL00655.1	ALU68332.1, ALU71834.1
OG0000533	CAB15707.1	UDK99254.1	ALU69929.1, ALU70238.1
OG0000534	CAB15712.1	UDL00927.1	ALU70237.1, ALU72727.1
OG0000535	CAB15729.1, CAB16003.1	UDL00679.1	ALU72460.1
OG0000536	CAB15908.1	UDL01985.1	ALU68645.1, ALU68663.1
OG0000537	CAB15974.1, CAB16069.1	UDK99826.1	ALU69094.1
OG0000538	CAB16008.1		ALU71850.1, ALU71871.1, ALU73737.1
OG0000539	CAB16116.1, CAB16119.1	UDL00008.1	ALU69924.1
OG0000540	CAB16125.1	UDK99545.1	ALU71881.1, ALU72384.1
OG0000541	CAB16126.2	UDK99310.1	ALU68384.1, ALU69778.1
OG0000542	CAB16134.1	UDK99229.1	ALU68221.1, ALU70834.1
OG0000543	CAE01465.2	UDK99917.1, UDL00041.1	ALU72374.1
OG0000544	CAX52582.1		ALU68149.1, ALU70861.1, ALU70987.1
OG0000545		UDK99258.1, UDL02204.1	ALU69227.1, ALU72869.1
OG0000546		UDK99402.1, UDK99676.1, UDL01295.1	ALU68926.1
OG0000547		UDK99442.1, UDK99847.1, UDK99848.1, UDK99849.1	
OG0000548		UDK99571.1, UDL00163.1, UDL00251.1, UDL00317.1	
OG0000549		UDK99598.1	ALU69191.1, ALU69641.1, ALU71652.1
OG0000550		UDK99627.1, UDL00298.1, UDL01013.1	ALU67742.1
OG0000551		UDK99782.1, UDL01561.1	ALU68152.1, ALU72207.1
OG0000552		UDK99803.1	ALU69367.1, ALU69368.1, ALU69369.1
OG0000553		UDK99892.1	ALU68129.1, ALU72354.1, ALU72698.1
OG0000554		UDL00105.1, UDL00239.1, UDL00383.1, UDL02046.1	
OG0000555		UDL00376.1	ALU67691.1, ALU69072.1, ALU70876.1
OG0000556		UDL00446.1, UDL01133.1	ALU68716.1, ALU71217.1
OG0000557		UDL00465.1	ALU69063.1, ALU69417.1, ALU73025.1
OG0000558		UDL00763.1	ALU69431.1, ALU69956.1, ALU70906.1
OG0000559		UDL00974.1, UDL01549.1, UDL02160.1	ALU69763.1
OG0000560		UDL01062.1, UDL01069.1	ALU68101.1, ALU70282.1
OG0000561		UDL01094.1, UDL01269.1, UDL01934.1	ALU69401.1
OG0000562		UDL01248.1	ALU67646.1, ALU73165.1, ALU73170.1
OG0000563		UDL01300.1	ALU70776.1, ALU72417.1, ALU72642.1
OG0000564		UDL01347.1, UDL02216.1	ALU69787.1, ALU70935.1
OG0000565		UDL01380.1, UDL02015.1	ALU68459.1, ALU72744.1
OG0000566		UDL01657.1	ALU69886.1, ALU71599.1, ALU72559.1
OG0000567		UDL01690.1, UDL01764.1, UDL01975.1, UDL02165.1	
OG0000568		UDL01988.1	ALU67776.1, ALU73658.1, ALU73667.1
OG0000569		UDL02026.1	ALU69701.1, ALU72314.1, ALU72516.1
OG0000570		UDL02042.1, UDL02192.1, UDL02194.1, UDL02195.1	
OG0000571		UDL02081.1	ALU68181.1, ALU68182.1, ALU70868.1
OG0000572			ALU67648.1, ALU68713.1, ALU73167.1, ALU73168.1
OG0000573			ALU67663.1, ALU69610.1, ALU72211.1, ALU73354.1
OG0000574			ALU67674.1, ALU71471.1, ALU72743.1, ALU72888.1
OG0000575			ALU67688.1, ALU68907.1, ALU69467.1, ALU69486.1
OG0000576			ALU67696.1, ALU68714.1, ALU70303.1, ALU70470.1
OG0000577			ALU67709.1, ALU68243.1, ALU69616.1, ALU72326.1
OG0000578			ALU67786.1, ALU69359.1, ALU69517.1, ALU72650.1
OG0000579			ALU67812.1, ALU68639.1, ALU68702.1, ALU72116.1
OG0000580			ALU67830.1, ALU70217.1, ALU70686.1, ALU72221.1
OG0000581			ALU67832.1, ALU68985.1, ALU71457.1, ALU73377.1
OG0000582			ALU67839.1, ALU69150.1, ALU72910.1, ALU73073.1
OG0000583			ALU67874.1, ALU69088.1, ALU69682.1, ALU72263.1
OG0000584			ALU67876.1, ALU68297.1, ALU68605.1, ALU69460.1
OG0000585			ALU67894.1, ALU68379.1, ALU68789.1, ALU69410.1
OG0000586			ALU67903.1, ALU69212.1, ALU71120.1, ALU72078.1
OG0000587			ALU67969.1, ALU69223.1, ALU69313.1, ALU72863.1
OG0000588			ALU68078.1, ALU69296.1, ALU72160.1, ALU72755.1
OG0000589			ALU68083.1, ALU69132.1, ALU69999.1, ALU71178.1
OG0000590			ALU68095.1, ALU70215.1, ALU70397.1, ALU72220.1
OG0000591			ALU68100.1, ALU68742.1, ALU68746.1, ALU68975.1
OG0000592			ALU68109.1, ALU71914.1, ALU72684.1, ALU72773.1
OG0000593			ALU68162.1, ALU69802.1, ALU70049.1, ALU73282.1
OG0000594			ALU68164.1, ALU68409.1, ALU72693.1, ALU73029.1
OG0000595			ALU68201.1, ALU69363.1, ALU71582.1, ALU73369.1
OG0000596			ALU68250.1, ALU71418.1, ALU72497.1, ALU72935.1
OG0000597			ALU68286.1, ALU68524.1, ALU68971.1, ALU68994.1
OG0000598			ALU68325.1, ALU68427.1, ALU69022.1, ALU69040.1
OG0000599			ALU68368.1, ALU71670.1, ALU71674.1, ALU71802.1
OG0000600			ALU68397.1, ALU68499.1, ALU72677.1, ALU73717.1
OG0000601			ALU68416.1, ALU69480.1, ALU69747.1, ALU69801.1
OG0000602			ALU68417.1, ALU69703.1, ALU69934.1, ALU70218.1
OG0000603			ALU68422.1, ALU68610.1, ALU70429.1, ALU73498.1
OG0000604			ALU68440.1, ALU70604.1, ALU70677.1, ALU73376.1
OG0000605			ALU68561.1, ALU70804.1, ALU73120.1, ALU73321.1
OG0000606			ALU68593.1, ALU69508.1, ALU70854.1, ALU71455.1
OG0000607			ALU68595.1, ALU68596.1, ALU69014.1, ALU71367.1
OG0000608			ALU68615.1, ALU69037.1, ALU72451.1, ALU72970.1
OG0000609			ALU68780.1, ALU71564.1, ALU71748.1, ALU73034.1
OG0000610			ALU68781.1, ALU73446.1, ALU73452.1, ALU73701.1
OG0000611			ALU68868.1, ALU70415.1, ALU73001.1, ALU73058.1
OG0000612			ALU68874.1, ALU68879.1, ALU68880.1, ALU71977.1
OG0000613			ALU68899.1, ALU70860.1, ALU71513.1, ALU72679.1
OG0000614			ALU69028.1, ALU69285.1, ALU69294.1, ALU69302.1
OG0000615			ALU69038.1, ALU69299.1, ALU73394.1, ALU73397.1
OG0000616			ALU69056.1, ALU69130.1, ALU69155.1, ALU72732.1
OG0000617			ALU69065.1, ALU72493.1, ALU73024.1, ALU73534.1
OG0000618			ALU69112.1, ALU69134.1, ALU69268.1, ALU69696.1
OG0000619			ALU69128.1, ALU69153.1, ALU70279.1, ALU73045.1
OG0000620			ALU69143.1, ALU70301.1, ALU71731.1, ALU71732.1
OG0000621			ALU69167.1, ALU69193.1, ALU70725.1, ALU70744.1
OG0000622			ALU69170.1, ALU71102.1, ALU72531.1, ALU72532.1
OG0000623			ALU69276.1, ALU72323.1, ALU72324.1, ALU72425.1
OG0000624			ALU69525.1, ALU70076.1, ALU70134.1, ALU70558.1
OG0000625			ALU69594.1, ALU71959.1, ALU72088.1, ALU72701.1
OG0000626			ALU69599.1, ALU69859.1, ALU72067.1, ALU73123.1
OG0000627			ALU70508.1, ALU70509.1, ALU72185.1, ALU72186.1
OG0000628			ALU70743.1, ALU72897.1, ALU72959.1, ALU73110.1
OG0000629			ALU71077.1, ALU72039.1, ALU73136.1, ALU73137.1
OG0000630			ALU71134.1, ALU73184.1, ALU73186.1, ALU73308.1
OG0000631			ALU71969.1, ALU72528.1, ALU72540.1, ALU73215.1
OG0000632			ALU72188.1, ALU72275.1, ALU72347.1, ALU72536.1
OG0000633	CAB11777.1	UDK99218.1	ALU68213.1
OG0000634	CAB11778.1	UDK99217.1	ALU68212.1
OG0000635	CAB11779.1	UDL01700.1	ALU68148.1
OG0000636	CAB11780.1	UDL00224.1	ALU68210.1
OG0000637	CAB11783.1	UDL00973.1	ALU68204.1
OG0000638	CAB11785.1	UDL00941.1	ALU71956.1
OG0000639	CAB11787.1	UDL00481.1	ALU71180.1
OG0000640	CAB11788.1	UDL00480.1	ALU71174.1
OG0000641	CAB11789.1	UDL00399.1	ALU68028.1
OG0000642	CAB11792.1, CAB12390.2, CAB15407.1		
OG0000643	CAB11793.1, CAB15164.1		ALU70266.1
OG0000644	CAB11795.2	UDL01430.1	ALU67867.1
OG0000645	CAB11796.1	UDK99399.1	ALU67853.1
OG0000646	CAB11797.1	UDK99398.1	ALU67852.1
OG0000647	CAB11803.1, CAB13336.1		ALU68408.1
OG0000648	CAB11804.2	UDK99319.1	ALU71744.1
OG0000649	CAB11812.1	UDK99814.1	ALU69813.1
OG0000650	CAB11813.1, CAB11832.1, CAB13321.1		
OG0000651	CAB11814.1	UDL00539.1	ALU69815.1
OG0000652	CAB11815.1	UDK99347.1	ALU69816.1
OG0000653	CAB11818.1	UDL01708.1	ALU69822.1
OG0000654	CAB11822.1	UDL01596.1	ALU69830.1
OG0000655	CAB11826.1	UDK99971.1	ALU69872.1
OG0000656	CAB11827.1	UDL00560.1	ALU69871.1
OG0000657	CAB11829.1	UDL01391.1	ALU69857.1
OG0000658	CAB11831.1	UDL00626.1	ALU69881.1
OG0000659	CAB11834.1	UDL00315.1	ALU69882.1
OG0000660	CAB11844.1	UDL00491.1	ALU73156.1
OG0000661	CAB11846.2	UDK99645.1	ALU73145.1
OG0000662	CAB11848.1, CAB12835.1	UDL00198.1	
OG0000663	CAB11849.1	UDK99955.1	ALU72781.1
OG0000664	CAB11852.1, CAB12806.1		ALU69375.1
OG0000665	CAB11854.1	UDK99369.1	ALU73152.1
OG0000666	CAB11855.1	UDK99370.1	ALU73151.1
OG0000667	CAB11858.1	UDK99561.1	ALU73139.1
OG0000668	CAB11863.1	UDL00241.1	ALU73097.1
OG0000669	CAB11866.1	UDL01595.1	ALU73094.1
OG0000670	CAB11867.1	UDK99430.1	ALU73093.1
OG0000671	CAB11868.1	UDK99667.1	ALU71563.1
OG0000672	CAB11870.1	UDL00750.1	ALU73092.1
OG0000673	CAB11872.1	UDK99916.1	ALU73091.1
OG0000674	CAB11877.1	UDL01089.1	ALU72158.1
OG0000675	CAB11878.2	UDL01088.1	ALU72157.1
OG0000676	CAB11879.2	UDL01087.1	ALU72156.1
OG0000677	CAB11880.2	UDL01086.1	ALU72154.1
OG0000678	CAB11881.1	UDL01085.1	ALU72153.1
OG0000679	CAB11883.2	UDL00065.1	ALU72141.1
OG0000680	CAB11884.2	UDL00064.1	ALU72140.1
OG0000681	CAB11886.2	UDK99500.1	ALU72113.1
OG0000682	CAB11887.2	UDK99501.1	ALU72112.1
OG0000683	CAB11888.2	UDK99502.1	ALU72111.1
OG0000684	CAB11889.1	UDK99504.1	ALU72110.1
OG0000685	CAB11891.1	UDK99505.1	ALU72028.1
OG0000686	CAB11892.1	UDK99506.1	ALU72027.1
OG0000687	CAB11893.1	UDK99507.1	ALU72026.1
OG0000688	CAB11894.2	UDK99508.1	ALU72025.1
OG0000689	CAB11895.2	UDK99509.1	ALU72024.1
OG0000690	CAB11896.1	UDK99510.1	ALU72023.1
OG0000691	CAB11897.1	UDK99511.1	ALU72022.1
OG0000692	CAB11898.2	UDK99512.1	ALU72021.1
OG0000693	CAB11899.1	UDL01641.1	ALU72020.1
OG0000694	CAB11900.1	UDK99513.1	ALU72019.1
OG0000695	CAB11901.1	UDK99514.1	ALU72018.1
OG0000696	CAB11902.1	UDK99515.1	ALU72017.1
OG0000697	CAB11903.1	UDK99516.1	ALU72016.1
OG0000698	CAB11904.1	UDK99517.1	ALU72015.1
OG0000699	CAB11906.2	UDL01145.1	ALU72013.1
OG0000700	CAB11907.1	UDL01146.1	ALU72012.1
OG0000701	CAB11908.2	UDL01147.1	ALU72011.1
OG0000702	CAB11909.1	UDL01148.1	ALU72010.1
OG0000703	CAB11910.1	UDL01149.1	ALU72009.1
OG0000704	CAB11911.1	UDL01150.1	ALU72008.1
OG0000705	CAB11912.1	UDL01151.1	ALU72007.1
OG0000706	CAB11913.1	UDL01152.1	ALU72006.1
OG0000707	CAB11915.1	UDL01752.1	ALU72004.1
OG0000708	CAB11916.1	UDL01158.1	ALU72003.1
OG0000709	CAB11917.2	UDL01159.1	ALU72002.1
OG0000710	CAB11918.1	UDL01160.1	ALU72001.1
OG0000711	CAB11919.1	UDL01162.1	ALU71999.1
OG0000712	CAB11920.1	UDL01163.1	ALU71998.1
OG0000713	CAB11921.2	UDL01480.1	ALU71301.1
OG0000714	CAB11923.2	UDL01479.1	ALU71302.1
OG0000715	CAB11924.2	UDL01312.1	ALU71997.1
OG0000716	CAB11925.2	UDK99374.1	ALU71985.1
OG0000717	CAB11926.1	UDK99375.1	ALU71984.1
OG0000718	CAB11930.1	UDL00143.1	ALU70020.1
OG0000719	CAB11938.1, CAB12188.1, CAB15337.1		
OG0000720	CAB11942.1	UDL00450.1	ALU72757.1
OG0000721	CAB11943.2	UDL01984.1	ALU70464.1
OG0000722	CAB11946.1	UDL01982.1	ALU72662.1
OG0000723	CAB11953.1	UDL01109.1	ALU71983.1
OG0000724	CAB11962.1, CAB15047.1, CAB15472.1		
OG0000725	CAB12011.1, CAB12147.2		ALU68131.1
OG0000726	CAB12016.1, CAB12322.1		ALU69254.1
OG0000727	CAB12020.1, CAB12351.1		ALU69002.1
OG0000728	CAB12027.1	UDL00235.1	ALU70905.1
OG0000729	CAB12037.1, CAB13356.1		ALU71215.1
OG0000730	CAB12054.2, CAB13255.1, CAB14209.1		
OG0000731	CAB12064.1, CAB12664.1	UDL01115.1	
OG0000732	CAB12065.1, CAB12133.1, CAB16033.1		
OG0000733	CAB12086.1, CAB13008.1, CAB13201.1		
OG0000734	CAB12089.1	UDL02033.1	ALU68395.1
OG0000735	CAB12091.1, CAB12196.1, CAB14522.1		
OG0000736	CAB12099.2	UDL01383.1	ALU69959.1
OG0000737	CAB12107.1	UDL01971.1	ALU71624.1
OG0000738	CAB12109.2	UDK99944.1	ALU71100.1
OG0000739	CAB12115.2, CAB15805.1	UDK99976.1	
OG0000740	CAB12124.1, CAB12126.2		ALU71703.1
OG0000741	CAB12127.2, CAB15760.2		ALU71704.1
OG0000742	CAB12152.2, CAB16110.1	UDL00939.1	
OG0000743	CAB12176.1, CAB13937.1, CAB14057.1		
OG0000744	CAB12192.1, CAB12729.1		ALU73543.1
OG0000745	CAB12193.2, CAB12490.1, CAB15293.1		
OG0000746	CAB12194.1, CAB15837.1	UDL00510.1	
OG0000747	CAB12195.1	UDK99674.1	ALU68744.1
OG0000748	CAB12203.2	UDL02050.1	ALU68092.1
OG0000749	CAB12207.2, CAB13095.1		ALU70452.1
OG0000750	CAB12213.3	UDL02044.1	ALU73081.1
OG0000751	CAB12220.1	UDL00721.1	ALU70545.1
OG0000752	CAB12250.1, CAB12510.1, CAB13106.2		
OG0000753	CAB12254.1	UDL01529.1	ALU72050.1
OG0000754	CAB12263.1	UDK99551.1	ALU71551.1
OG0000755	CAB12264.1	UDK99936.1	ALU70585.1
OG0000756	CAB12266.1		ALU69989.1, ALU69990.1
OG0000757	CAB12287.1, CAB13973.1		ALU70520.1
OG0000758	CAB12341.1, CAB15620.1		ALU70485.1
OG0000759	CAB12356.1, CAB13144.1, CAB13848.1		
OG0000760	CAB12359.1, CAB12363.1, CAB12364.1		
OG0000761	CAB12367.1, CAB14073.1, CAB16066.1		
OG0000762	CAB12369.1, CAB14651.2		ALU69712.1
OG0000763	CAB12372.1		ALU68997.1, ALU70895.1
OG0000764	CAB12389.1		ALU72321.1, ALU72329.1
OG0000765	CAB12402.1, CAB15865.1, CAB15884.1		
OG0000766	CAB12410.1	UDL01369.1	ALU71973.1
OG0000767	CAB12411.1	UDK99924.1	ALU71972.1
OG0000768	CAB12412.1	UDL01445.1	ALU71971.1
OG0000769	CAB12413.1	UDK99570.1	ALU71970.1
OG0000770	CAB12415.1	UDL01565.1	ALU71629.1
OG0000771	CAB12416.1	UDL00085.1	ALU72232.1
OG0000772	CAB12421.2	UDK99786.1	ALU71966.1
OG0000773	CAB12422.1	UDK99787.1	ALU72348.1
OG0000774	CAB12436.1	UDK99899.1	ALU70458.1
OG0000775	CAB12437.1, CAB15302.1	UDL00574.1	
OG0000776	CAB12449.1		ALU67820.1, ALU67864.1
OG0000777	CAB12455.2	UDL00938.1	ALU71951.1
OG0000778	CAB12462.1	UDK99239.1	ALU71771.1
OG0000779	CAB12463.2	UDK99240.1	ALU71772.1
OG0000780	CAB12465.1	UDK99426.1	ALU72833.1
OG0000781	CAB12466.1	UDK99424.1	ALU72820.1
OG0000782	CAB12467.1	UDK99423.1	ALU72819.1
OG0000783	CAB12468.2	UDK99422.1	ALU69362.1
OG0000784	CAB12469.2	UDK99420.1	ALU69366.1
OG0000785	CAB12470.2	UDL00505.1	ALU69370.1
OG0000786	CAB12471.2	UDL01070.1	ALU69760.1
OG0000787	CAB12472.2	UDL00027.1	ALU69761.1
OG0000788	CAB12476.1, CAB13325.2	UDL02032.1	
OG0000789	CAB12481.1	UDL00844.1	ALU69752.1
OG0000790	CAB12482.1	UDL01107.1	ALU71587.1
OG0000791	CAB12485.1	UDK99979.1	ALU67660.1
OG0000792	CAB12487.1	UDL00398.1	ALU71584.1
OG0000793	CAB12488.1	UDL00922.1	ALU71583.1
OG0000794	CAB12489.2	UDL01553.1	ALU71577.1
OG0000795	CAB12513.1, CAB12523.1, CAB14987.1		
OG0000796	CAB12521.1, CAB12526.1, CAB15948.2		
OG0000797	CAB12529.1, CAB14994.3, CAB15005.1		
OG0000798	CAB12535.1, CAB15255.1		ALU69255.1
OG0000799	CAB12540.1, CAB14603.1, CAB16118.1		
OG0000800	CAB12544.1, CAB14658.1		ALU72968.1
OG0000801	CAB12546.1	UDK99881.1	ALU71761.1
OG0000802	CAB12551.1	UDL01720.1	ALU68805.1
OG0000803	CAB12553.1, CAB12785.1		ALU70120.1
OG0000804	CAB12554.1, CAB15909.1		ALU68652.1
OG0000805	CAB12558.1	UDL01328.1	ALU72726.1
OG0000806	CAB12559.1	UDL01329.1	ALU72476.1
OG0000807	CAB12588.1		ALU72488.1, ALU72831.1
OG0000808	CAB12592.2	UDL01586.1	ALU72485.1
OG0000809	CAB12593.1	UDL00077.1	ALU71533.1
OG0000810	CAB12599.1, CAB12649.1		ALU70192.1
OG0000811	CAB12650.1		ALU67901.1, ALU72437.1
OG0000812	CAB12651.1		ALU67900.1, ALU72438.1
OG0000813	CAB12676.1	UDL00448.1	ALU71443.1
OG0000814	CAB12681.1	UDL00430.1	ALU71292.1
OG0000815	CAB12691.1	UDL01307.1	ALU73111.1
OG0000816	CAB12700.2	UDL00010.1	ALU70283.1
OG0000817	CAB12707.2	UDL01948.1	ALU72386.1
OG0000818	CAB12708.2, CAB15457.1		ALU71938.1
OG0000819	CAB12716.1	UDL01144.1	ALU69779.1
OG0000820	CAB12721.2	UDK99431.1	ALU71895.1
OG0000821	CAB12753.2, CAB13267.2	UDL01446.1	
OG0000822	CAB12756.1	UDL00987.1	ALU69586.1
OG0000823	CAB12776.2, CAB12781.2, CAB13833.1		
OG0000824	CAB12804.1	UDK99232.1	ALU70357.1
OG0000825	CAB12825.2	UDL00283.1	ALU71236.1
OG0000826	CAB12852.1	UDL00269.1	ALU71203.1
OG0000827	CAB12853.1	UDL00267.1	ALU71016.1
OG0000828	CAB12854.1	UDL00266.1	ALU71202.1
OG0000829	CAB12872.1	UDL00588.1	ALU69052.1
OG0000830	CAB12877.1	UDL01481.1	ALU71300.1
OG0000831	CAB12891.1, CAB15510.1, CAB15513.1		
OG0000832	CAB12895.1, CAB15815.1		ALU67972.1
OG0000833	CAB12898.1, CAB14305.2	UDL02174.1	
OG0000834	CAB12904.3	UDL00980.1	ALU69948.1
OG0000835	CAB12905.2	UDL00981.1	ALU69949.1
OG0000836	CAB12906.1	UDL01493.1, UDL01698.1	
OG0000837	CAB12907.2, CAB12912.1, CAB15167.1		
OG0000838	CAB12920.1	UDL00021.1	ALU70570.1
OG0000839	CAB12932.2, CAB13433.1	UDL01796.1	
OG0000840	CAB12956.1	UDL01195.1	ALU71032.1
OG0000841	CAB12958.3		ALU67859.1, ALU67988.1
OG0000842	CAB12960.2	UDL00108.1	ALU70808.1
OG0000843	CAB12961.2	UDL00782.1	ALU70809.1
OG0000844	CAB12962.1	UDL01455.1	ALU70810.1
OG0000845	CAB12966.1	UDK99291.1	ALU70812.1
OG0000846	CAB12975.1	UDL00993.1	ALU70467.1
OG0000847	CAB12999.1	UDK99738.1	ALU71878.1
OG0000848	CAB13000.1, CAB13153.2		ALU67749.1
OG0000849	CAB13007.1, CAB14408.2, CAB15270.1		
OG0000850	CAB13013.1	UDL00147.1	ALU70321.1
OG0000851	CAB13018.1, CAB14932.1		ALU70827.1
OG0000852	CAB13020.1	UDL01273.1	ALU71128.1
OG0000853	CAB13026.1	UDL01945.1	ALU72392.1
OG0000854	CAB13028.1	UDL01944.1	ALU72387.1
OG0000855	CAB13029.2	UDL01016.1	ALU71017.1
OG0000856	CAB13080.1		ALU69988.1, ALU71701.1
OG0000857	CAB13104.1, CAB13821.1, CAB15391.1		
OG0000858	CAB13110.2, CAB14567.3, CAB14858.1		
OG0000859	CAB13132.1, CAB14043.1, CAB14536.2		
OG0000860	CAB13134.1, CAB14045.1, CAB14534.1		
OG0000861	CAB13135.2, CAB14042.1, CAB14533.1		
OG0000862	CAB13149.2	UDL00909.1	ALU72873.1
OG0000863	CAB13154.2, CAB13809.1	UDL01742.1	
OG0000864	CAB13155.1	UDL00935.1	ALU68824.1
OG0000865	CAB13161.1	UDL02010.1	ALU68697.1
OG0000866	CAB13165.1, CAB13746.2	UDL01456.1	
OG0000867	CAB13168.2	UDK99764.1	ALU73458.1
OG0000868	CAB13169.2	UDL00893.1	ALU70356.1
OG0000869	CAB13170.2	UDL00892.1	ALU70367.1
OG0000870	CAB13175.2		ALU69479.1, ALU72299.1
OG0000871	CAB13182.1	UDK99911.1	ALU69786.1
OG0000872	CAB13192.2, CAB14110.1	UDL00212.1	
OG0000873	CAB13222.1, CAB15904.1		ALU72164.1
OG0000874	CAB13223.1, CAB15088.1	UDL00748.1	
OG0000875	CAB13303.1	UDL01598.1	ALU71630.1
OG0000876	CAB13312.1	UDL02201.1	ALU71275.1
OG0000877	CAB13313.1	UDL02200.1	ALU71276.1
OG0000878	CAB13320.1, CAB14763.2, CAB15658.2		
OG0000879	CAB13324.1, CAB15087.1	UDL00746.1	
OG0000880	CAB13332.1	UDL00125.1	ALU68259.1
OG0000881	CAB13340.1	UDL00780.1	ALU71232.1
OG0000882	CAB13350.1	UDL00328.1	ALU69984.1
OG0000883	CAB13362.1, CAB15843.2		ALU70542.1
OG0000884	CAB13364.1, CAB15841.1		ALU70549.1
OG0000885	CAB13374.2	UDK99821.1	ALU71542.1
OG0000886	CAB13375.1	UDK99820.1	ALU71541.1
OG0000887	CAB13377.1		ALU68620.1, ALU69341.1
OG0000888	CAB13386.1	UDL00930.1	ALU70580.1
OG0000889	CAB13393.1	UDL01503.1	ALU70587.1
OG0000890	CAB13395.2	UDK99804.1	ALU70589.1
OG0000891	CAB13396.1	UDK99806.1	ALU72269.1
OG0000892	CAB13399.2		ALU68189.1, ALU70864.1
OG0000893	CAB13402.2	UDK99809.1	ALU70592.1
OG0000894	CAB13411.1	UDL01015.1	ALU70593.1
OG0000895	CAB13412.1	UDL00482.1	ALU70594.1
OG0000896	CAB13417.2	UDL00451.1	ALU70600.1
OG0000897	CAB13418.2, CAB13816.2, CAB15062.2		
OG0000898	CAB13419.1	UDL01407.1	ALU70607.1
OG0000899	CAB13421.1	UDL00246.1	ALU71093.1
OG0000900	CAB13423.2	UDL00245.1	ALU71092.1
OG0000901	CAB13424.2	UDL00242.1	ALU71091.1
OG0000902	CAB13428.1	UDK99683.1	ALU70881.1
OG0000903	CAB13430.1	UDK99631.1	ALU72477.1
OG0000904	CAB13436.1		ALU70395.1, ALU71700.1
OG0000905	CAB13441.2	UDL01311.1	ALU71084.1
OG0000906	CAB13443.1	UDK99760.1	ALU71082.1
OG0000907	CAB13444.1	UDL01597.1	ALU71080.1
OG0000908	CAB13445.1	UDL01447.1	ALU72382.1
OG0000909	CAB13446.1	UDL01448.1	ALU71075.1
OG0000910	CAB13447.1	UDL01198.1	ALU71074.1
OG0000911	CAB13448.1	UDL00082.1	ALU71487.1
OG0000912	CAB13449.1	UDL01519.1	ALU68183.1
OG0000913	CAB13452.1	UDL00512.1	ALU71072.1
