Orthogroup	Bacillus_subtilis_aa	Deinococcus_radiodurans_aa	Rhodococcus_erythropolis_aa
OG0004384		UDK99452.1	
OG0004385		UDK99454.1	
OG0004386		UDK99458.1	
OG0004387		UDK99459.1	
OG0004388		UDK99460.1	
OG0004389		UDK99462.1	
OG0004390		UDK99464.1	
OG0004391		UDK99465.1	
OG0004392		UDK99466.1	
OG0004393		UDK99468.1	
OG0004394		UDK99470.1	
OG0004395		UDK99471.1	
OG0004396		UDK99473.1	
OG0004397		UDK99476.1	
OG0004398		UDK99479.1	
OG0004399		UDK99480.1	
OG0004400		UDK99481.1	
OG0004401		UDK99482.1	
OG0004402		UDK99484.1	
OG0004403		UDK99486.1	
OG0004404		UDK99487.1	
OG0004405		UDK99489.1	
OG0004406		UDK99490.1	
OG0004407		UDK99491.1	
OG0004408		UDK99492.1	
OG0004409		UDK99496.1	
OG0004410		UDK99497.1	
OG0004411		UDK99503.1	
OG0004412		UDK99518.1	
OG0004413		UDK99520.1	
OG0004414		UDK99522.1	
OG0004415		UDK99524.1	
OG0004416		UDK99525.1	
OG0004417		UDK99527.1	
OG0004418		UDK99529.1	
OG0004419		UDK99530.1	
OG0004420		UDK99534.1	
OG0004421		UDK99535.1	
OG0004422		UDK99536.1	
OG0004423		UDK99538.1	
OG0004424		UDK99539.1	
OG0004425		UDK99542.1	
OG0004426		UDK99546.1	
OG0004427		UDK99549.1	
OG0004428		UDK99550.1	
OG0004429		UDK99554.1	
OG0004430		UDK99556.1	
OG0004431		UDK99558.1	
OG0004432		UDK99559.1	
OG0004433		UDK99560.1	
OG0004434		UDK99564.1	
OG0004435		UDK99568.1	
OG0004436		UDK99569.1	
OG0004437		UDK99572.1	
OG0004438		UDK99573.1	
OG0004439		UDK99576.1	
OG0004440		UDK99579.1	
OG0004441		UDK99580.1	
OG0004442		UDK99581.1	
OG0004443		UDK99582.1	
OG0004444		UDK99583.1	
OG0004445		UDK99585.1	
OG0004446		UDK99588.1	
OG0004447		UDK99590.1	
OG0004448		UDK99592.1	
OG0004449		UDK99593.1	
OG0004450		UDK99595.1	
OG0004451		UDK99599.1	
OG0004452		UDK99601.1	
OG0004453		UDK99602.1	
OG0004454		UDK99603.1	
OG0004455		UDK99606.1	
OG0004456		UDK99608.1	
OG0004457		UDK99611.1	
OG0004458		UDK99622.1	
OG0004459		UDK99623.1	
OG0004460		UDK99632.1	
OG0004461		UDK99633.1	
OG0004462		UDK99636.1	
OG0004463		UDK99639.1	
OG0004464		UDK99640.1	
OG0004465		UDK99641.1	
OG0004466		UDK99642.1	
OG0004467		UDK99643.1	
OG0004468		UDK99646.1	
OG0004469		UDK99662.1	
OG0004470		UDK99664.1	
OG0004471		UDK99666.1	
OG0004472		UDK99668.1	
OG0004473		UDK99670.1	
OG0004474		UDK99671.1	
OG0004475		UDK99682.1	
OG0004476		UDK99684.1	
OG0004477		UDK99685.1	
OG0004478		UDK99688.1	
OG0004479		UDK99691.1	
OG0004480		UDK99692.1	
OG0004481		UDK99693.1	
OG0004482		UDK99695.1	
OG0004483		UDK99696.1	
OG0004484		UDK99697.1	
OG0004485		UDK99698.1	
OG0004486		UDK99699.1	
OG0004487		UDK99700.1	
OG0004488		UDK99701.1	
OG0004489		UDK99702.1	
OG0004490		UDK99703.1	
OG0004491		UDK99704.1	
OG0004492		UDK99705.1	
OG0004493		UDK99706.1	
OG0004494		UDK99707.1	
OG0004495		UDK99708.1	
OG0004496		UDK99709.1	
OG0004497		UDK99710.1	
OG0004498		UDK99711.1	
OG0004499		UDK99712.1	
OG0004500		UDK99713.1	
OG0004501		UDK99714.1	
OG0004502		UDK99715.1	
OG0004503		UDK99717.1	
OG0004504		UDK99718.1	
OG0004505		UDK99719.1	
OG0004506		UDK99720.1	
OG0004507		UDK99721.1	
OG0004508		UDK99724.1	
OG0004509		UDK99726.1	
OG0004510		UDK99728.1	
OG0004511		UDK99732.1	
OG0004512		UDK99733.1	
OG0004513		UDK99734.1	
OG0004514		UDK99737.1	
OG0004515		UDK99740.1	
OG0004516		UDK99743.1	
OG0004517		UDK99746.1	
OG0004518		UDK99750.1	
OG0004519		UDK99751.1	
OG0004520		UDK99752.1	
OG0004521		UDK99754.1	
OG0004522		UDK99755.1	
OG0004523		UDK99757.1	
OG0004524		UDK99759.1	
OG0004525		UDK99761.1	
OG0004526		UDK99762.1	
OG0004527		UDK99766.1	
OG0004528		UDK99768.1	
OG0004529		UDK99769.1	
OG0004530		UDK99770.1	
OG0004531		UDK99771.1	
OG0004532		UDK99774.1	
OG0004533		UDK99777.1	
OG0004534		UDK99780.1	
OG0004535		UDK99783.1	
OG0004536		UDK99788.1	
OG0004537		UDK99794.1	
OG0004538		UDK99795.1	
OG0004539		UDK99797.1	
OG0004540		UDK99799.1	
OG0004541		UDK99801.1	
OG0004542		UDK99807.1	
OG0004543		UDK99812.1	
OG0004544		UDK99815.1	
OG0004545		UDK99816.1	
OG0004546		UDK99822.1	
OG0004547		UDK99825.1	
OG0004548		UDK99828.1	
OG0004549		UDK99834.1	
OG0004550		UDK99835.1	
OG0004551		UDK99836.1	
OG0004552		UDK99838.1	
OG0004553		UDK99839.1	
OG0004554		UDK99840.1	
OG0004555		UDK99844.1	
OG0004556		UDK99845.1	
OG0004557		UDK99859.1	
OG0004558		UDK99862.1	
OG0004559		UDK99863.1	
OG0004560		UDK99865.1	
OG0004561		UDK99866.1	
OG0004562		UDK99867.1	
OG0004563		UDK99868.1	
OG0004564		UDK99869.1	
OG0004565		UDK99870.1	
OG0004566		UDK99871.1	
OG0004567		UDK99873.1	
OG0004568		UDK99875.1	
OG0004569		UDK99876.1	
OG0004570		UDK99877.1	
OG0004571		UDK99880.1	
OG0004572		UDK99883.1	
OG0004573		UDK99885.1	
OG0004574		UDK99886.1	
OG0004575		UDK99893.1	
OG0004576		UDK99894.1	
OG0004577		UDK99895.1	
OG0004578		UDK99896.1	
OG0004579		UDK99897.1	
OG0004580		UDK99898.1	
OG0004581		UDK99901.1	
OG0004582		UDK99905.1	
OG0004583		UDK99907.1	
OG0004584		UDK99909.1	
OG0004585		UDK99914.1	
OG0004586		UDK99915.1	
OG0004587		UDK99918.1	
OG0004588		UDK99919.1	
OG0004589		UDK99928.1	
OG0004590		UDK99930.1	
OG0004591		UDK99935.1	
OG0004592		UDK99937.1	
OG0004593		UDK99938.1	
OG0004594		UDK99939.1	
OG0004595		UDK99940.1	
OG0004596		UDK99941.1	
OG0004597		UDK99942.1	
OG0004598		UDK99947.1	
OG0004599		UDK99953.1	
OG0004600		UDK99961.1	
OG0004601		UDK99964.1	
OG0004602		UDK99966.1	
OG0004603		UDK99972.1	
OG0004604		UDK99974.1	
OG0004605		UDK99980.1	
OG0004606		UDK99981.1	
OG0004607		UDK99983.1	
OG0004608		UDK99985.1	
OG0004609		UDK99987.1	
OG0004610		UDK99989.1	
OG0004611		UDK99990.1	
OG0004612		UDK99994.1	
OG0004613		UDK99995.1	
OG0004614		UDK99997.1	
OG0004615		UDK99999.1	
OG0004616		UDL00001.1	
OG0004617		UDL00002.1	
OG0004618		UDL00003.1	
OG0004619		UDL00006.1	
OG0004620		UDL00009.1	
OG0004621		UDL00012.1	
OG0004622		UDL00013.1	
OG0004623		UDL00015.1	
OG0004624		UDL00016.1	
OG0004625		UDL00022.1	
OG0004626		UDL00023.1	
OG0004627		UDL00031.1	
OG0004628		UDL00034.1	
OG0004629		UDL00036.1	
OG0004630		UDL00044.1	
OG0004631		UDL00046.1	
OG0004632		UDL00048.1	
OG0004633		UDL00049.1	
OG0004634		UDL00051.1	
OG0004635		UDL00052.1	
OG0004636		UDL00054.1	
OG0004637		UDL00056.1	
OG0004638		UDL00058.1	
OG0004639		UDL00062.1	
OG0004640		UDL00063.1	
OG0004641		UDL00067.1	
OG0004642		UDL00069.1	
OG0004643		UDL00070.1	
OG0004644		UDL00081.1	
OG0004645		UDL00083.1	
OG0004646		UDL00084.1	
OG0004647		UDL00086.1	
OG0004648		UDL00089.1	
OG0004649		UDL00093.1	
OG0004650		UDL00094.1	
OG0004651		UDL00100.1	
OG0004652		UDL00106.1	
OG0004653		UDL00107.1	
OG0004654		UDL00117.1	
OG0004655		UDL00118.1	
OG0004656		UDL00123.1	
OG0004657		UDL00128.1	
OG0004658		UDL00130.1	
OG0004659		UDL00137.1	
OG0004660		UDL00139.1	
OG0004661		UDL00140.1	
OG0004662		UDL00141.1	
OG0004663		UDL00142.1	
OG0004664		UDL00151.1	
OG0004665		UDL00155.1	
OG0004666		UDL00157.1	
OG0004667		UDL00160.1	
OG0004668		UDL00164.1	
OG0004669		UDL00165.1	
OG0004670		UDL00167.1	
OG0004671		UDL00173.1	
OG0004672		UDL00174.1	
OG0004673		UDL00175.1	
OG0004674		UDL00176.1	
OG0004675		UDL00177.1	
OG0004676		UDL00180.1	
OG0004677		UDL00181.1	
OG0004678		UDL00183.1	
OG0004679		UDL00185.1	
OG0004680		UDL00186.1	
OG0004681		UDL00188.1	
OG0004682		UDL00189.1	
OG0004683		UDL00192.1	
OG0004684		UDL00193.1	
OG0004685		UDL00195.1	
OG0004686		UDL00196.1	
OG0004687		UDL00197.1	
OG0004688		UDL00200.1	
OG0004689		UDL00201.1	
OG0004690		UDL00202.1	
OG0004691		UDL00204.1	
OG0004692		UDL00208.1	
OG0004693		UDL00209.1	
OG0004694		UDL00211.1	
OG0004695		UDL00215.1	
OG0004696		UDL00223.1	
OG0004697		UDL00226.1	
OG0004698		UDL00227.1	
OG0004699		UDL00228.1	
OG0004700		UDL00230.1	
OG0004701		UDL00233.1	
OG0004702		UDL00238.1	
OG0004703		UDL00240.1	
OG0004704		UDL00243.1	
OG0004705		UDL00244.1	
OG0004706		UDL00247.1	
OG0004707		UDL00252.1	
OG0004708		UDL00253.1	
OG0004709		UDL00255.1	
OG0004710		UDL00257.1	
OG0004711		UDL00261.1	
OG0004712		UDL00263.1	
OG0004713		UDL00264.1	
OG0004714		UDL00265.1	
OG0004715		UDL00270.1	
OG0004716		UDL00271.1	
OG0004717		UDL00272.1	
OG0004718		UDL00274.1	
OG0004719		UDL00275.1	
OG0004720		UDL00276.1	
OG0004721		UDL00286.1	
OG0004722		UDL00291.1	
OG0004723		UDL00292.1	
OG0004724		UDL00299.1	
OG0004725		UDL00300.1	
OG0004726		UDL00303.1	
OG0004727		UDL00304.1	
OG0004728		UDL00305.1	
OG0004729		UDL00306.1	
OG0004730		UDL00308.1	
OG0004731		UDL00309.1	
OG0004732		UDL00310.1	
OG0004733		UDL00312.1	
OG0004734		UDL00320.1	
OG0004735		UDL00321.1	
OG0004736		UDL00325.1	
OG0004737		UDL00326.1	
OG0004738		UDL00327.1	
OG0004739		UDL00330.1	
OG0004740		UDL00331.1	
OG0004741		UDL00332.1	
OG0004742		UDL00339.1	
OG0004743		UDL00340.1	
OG0004744		UDL00343.1	
OG0004745		UDL00345.1	
OG0004746		UDL00346.1	
OG0004747		UDL00347.1	
OG0004748		UDL00348.1	
OG0004749		UDL00350.1	
OG0004750		UDL00353.1	
OG0004751		UDL00354.1	
OG0004752		UDL00355.1	
OG0004753		UDL00356.1	
OG0004754		UDL00357.1	
OG0004755		UDL00358.1	
OG0004756		UDL00361.1	
OG0004757		UDL00364.1	
OG0004758		UDL00365.1	
OG0004759		UDL00366.1	
OG0004760		UDL00368.1	
OG0004761		UDL00369.1	
OG0004762		UDL00373.1	
OG0004763		UDL00374.1	
OG0004764		UDL00377.1	
OG0004765		UDL00378.1	
OG0004766		UDL00381.1	
OG0004767		UDL00385.1	
OG0004768		UDL00386.1	
OG0004769		UDL00387.1	
OG0004770		UDL00388.1	
OG0004771		UDL00390.1	
OG0004772		UDL00391.1	
OG0004773		UDL00393.1	
OG0004774		UDL00395.1	
OG0004775		UDL00403.1	
OG0004776		UDL00405.1	
OG0004777		UDL00408.1	
OG0004778		UDL00413.1	
OG0004779		UDL00418.1	
OG0004780		UDL00419.1	
OG0004781		UDL00422.1	
OG0004782		UDL00423.1	
OG0004783		UDL00425.1	
OG0004784		UDL00426.1	
OG0004785		UDL00436.1	
OG0004786		UDL00437.1	
OG0004787		UDL00439.1	
OG0004788		UDL00441.1	
OG0004789		UDL00449.1	
OG0004790		UDL00455.1	
OG0004791		UDL00456.1	
OG0004792		UDL00462.1	
OG0004793		UDL00467.1	
OG0004794		UDL00478.1	
OG0004795		UDL00483.1	
OG0004796		UDL00484.1	
OG0004797		UDL00485.1	
OG0004798		UDL00486.1	
OG0004799		UDL00487.1	
OG0004800		UDL00489.1	
OG0004801		UDL00492.1	
OG0004802		UDL00495.1	
OG0004803		UDL00496.1	
OG0004804		UDL00498.1	
OG0004805		UDL00501.1	
OG0004806		UDL00506.1	
OG0004807		UDL00508.1	
OG0004808		UDL00509.1	
OG0004809		UDL00514.1	
OG0004810		UDL00515.1	
OG0004811		UDL00516.1	
OG0004812		UDL00518.1	
OG0004813		UDL00519.1	
OG0004814		UDL00521.1	
OG0004815		UDL00522.1	
OG0004816		UDL00523.1	
OG0004817		UDL00524.1	
OG0004818		UDL00525.1	
OG0004819		UDL00527.1	
OG0004820		UDL00528.1	
OG0004821		UDL00529.1	
OG0004822		UDL00535.1	
OG0004823		UDL00536.1	
OG0004824		UDL00538.1	
OG0004825		UDL00545.1	
OG0004826		UDL00546.1	
OG0004827		UDL00547.1	
OG0004828		UDL00549.1	
OG0004829		UDL00552.1	
OG0004830		UDL00558.1	
OG0004831		UDL00559.1	
OG0004832		UDL00561.1	
OG0004833		UDL00564.1	
OG0004834		UDL00565.1	
OG0004835		UDL00566.1	
OG0004836		UDL00567.1	
OG0004837		UDL00570.1	
OG0004838		UDL00571.1	
OG0004839		UDL00573.1	
OG0004840		UDL00575.1	
OG0004841		UDL00577.1	
OG0004842		UDL00579.1	
OG0004843		UDL00580.1	
OG0004844		UDL00581.1	
OG0004845		UDL00584.1	
OG0004846		UDL00585.1	
OG0004847		UDL00589.1	
OG0004848		UDL00600.1	
OG0004849		UDL00612.1	
OG0004850		UDL00613.1	
OG0004851		UDL00615.1	
OG0004852		UDL00622.1	
OG0004853		UDL00625.1	
OG0004854		UDL00627.1	
OG0004855		UDL00630.1	
OG0004856		UDL00633.1	
OG0004857		UDL00635.1	
OG0004858		UDL00637.1	
OG0004859		UDL00638.1	
OG0004860		UDL00641.1	
OG0004861		UDL00645.1	
OG0004862		UDL00650.1	
OG0004863		UDL00656.1	
OG0004864		UDL00657.1	
OG0004865		UDL00660.1	
OG0004866		UDL00664.1	
OG0004867		UDL00665.1	
OG0004868		UDL00666.1	
OG0004869		UDL00670.1	
OG0004870		UDL00671.1	
OG0004871		UDL00673.1	
OG0004872		UDL00674.1	
OG0004873		UDL00675.1	
OG0004874		UDL00677.1	
OG0004875		UDL00680.1	
OG0004876		UDL00681.1	
OG0004877		UDL00682.1	
OG0004878		UDL00685.1	
OG0004879		UDL00686.1	
OG0004880		UDL00689.1	
OG0004881		UDL00690.1	
OG0004882		UDL00692.1	
OG0004883		UDL00693.1	
OG0004884		UDL00694.1	
OG0004885		UDL00695.1	
OG0004886		UDL00697.1	
OG0004887		UDL00702.1	
OG0004888		UDL00703.1	
OG0004889		UDL00706.1	
OG0004890		UDL00709.1	
OG0004891		UDL00711.1	
OG0004892		UDL00715.1	
OG0004893		UDL00719.1	
OG0004894		UDL00722.1	
OG0004895		UDL00724.1	
OG0004896		UDL00725.1	
OG0004897		UDL00728.1	
OG0004898		UDL00733.1	
OG0004899		UDL00736.1	
OG0004900		UDL00737.1	
OG0004901		UDL00740.1	
OG0004902		UDL00741.1	
OG0004903		UDL00742.1	
OG0004904		UDL00744.1	
OG0004905		UDL00745.1	
OG0004906		UDL00747.1	
OG0004907		UDL00752.1	
OG0004908		UDL00755.1	
OG0004909		UDL00757.1	
OG0004910		UDL00758.1	
OG0004911		UDL00760.1	
OG0004912		UDL00761.1	
OG0004913		UDL00764.1	
OG0004914		UDL00765.1	
OG0004915		UDL00767.1	
OG0004916		UDL00770.1	
OG0004917		UDL00772.1	
OG0004918		UDL00774.1	
OG0004919		UDL00775.1	
OG0004920		UDL00776.1	
OG0004921		UDL00781.1	
OG0004922		UDL00783.1	
OG0004923		UDL00784.1	
OG0004924		UDL00786.1	
OG0004925		UDL00788.1	
OG0004926		UDL00791.1	
OG0004927		UDL00792.1	
OG0004928		UDL00793.1	
OG0004929		UDL00794.1	
OG0004930		UDL00795.1	
OG0004931		UDL00797.1	
OG0004932		UDL00803.1	
OG0004933		UDL00804.1	
OG0004934		UDL00806.1	
OG0004935		UDL00809.1	
OG0004936		UDL00810.1	
OG0004937		UDL00811.1	
OG0004938		UDL00812.1	
OG0004939		UDL00815.1	
OG0004940		UDL00818.1	
OG0004941		UDL00820.1	
OG0004942		UDL00822.1	
OG0004943		UDL00824.1	
OG0004944		UDL00826.1	
OG0004945		UDL00827.1	
OG0004946		UDL00830.1	
OG0004947		UDL00832.1	
OG0004948		UDL00836.1	
OG0004949		UDL00841.1	
OG0004950		UDL00842.1	
OG0004951		UDL00845.1	
OG0004952		UDL00846.1	
OG0004953		UDL00848.1	
OG0004954		UDL00851.1	
OG0004955		UDL00852.1	
OG0004956		UDL00855.1	
OG0004957		UDL00856.1	
OG0004958		UDL00857.1	
OG0004959		UDL00859.1	
OG0004960		UDL00862.1	
OG0004961		UDL00863.1	
OG0004962		UDL00864.1	
OG0004963		UDL00867.1	
OG0004964		UDL00869.1	
OG0004965		UDL00870.1	
OG0004966		UDL00871.1	
OG0004967		UDL00872.1	
OG0004968		UDL00873.1	
OG0004969		UDL00878.1	
OG0004970		UDL00880.1	
OG0004971		UDL00882.1	
OG0004972		UDL00884.1	
OG0004973		UDL00885.1	
OG0004974		UDL00888.1	
OG0004975		UDL00890.1	
OG0004976		UDL00891.1	
OG0004977		UDL00894.1	
OG0004978		UDL00895.1	
OG0004979		UDL00896.1	
OG0004980		UDL00897.1	
OG0004981		UDL00899.1	
OG0004982		UDL00900.1	
OG0004983		UDL00903.1	
OG0004984		UDL00906.1	
OG0004985		UDL00908.1	
OG0004986		UDL00913.1	
OG0004987		UDL00916.1	
OG0004988		UDL00918.1	
OG0004989		UDL00919.1	
OG0004990		UDL00925.1	
OG0004991		UDL00932.1	
OG0004992		UDL00933.1	
OG0004993		UDL00934.1	
OG0004994		UDL00936.1	
OG0004995		UDL00937.1	
OG0004996		UDL00940.1	
OG0004997		UDL00945.1	
OG0004998		UDL00949.1	
OG0004999		UDL00950.1	
OG0005000		UDL00951.1	
OG0005001		UDL00956.1	
OG0005002		UDL00957.1	
OG0005003		UDL00959.1	
OG0005004		UDL00960.1	
OG0005005		UDL00961.1	
OG0005006		UDL00962.1	
OG0005007		UDL00976.1	
OG0005008		UDL00978.1	
OG0005009		UDL00983.1	
OG0005010		UDL00984.1	
OG0005011		UDL00989.1	
OG0005012		UDL00992.1	
OG0005013		UDL00996.1	
OG0005014		UDL01002.1	
OG0005015		UDL01007.1	
OG0005016		UDL01008.1	
OG0005017		UDL01009.1	
OG0005018		UDL01012.1	
OG0005019		UDL01019.1	
OG0005020		UDL01025.1	
OG0005021		UDL01027.1	
OG0005022		UDL01029.1	
OG0005023		UDL01036.1	
OG0005024		UDL01037.1	
OG0005025		UDL01038.1	
OG0005026		UDL01041.1	
OG0005027		UDL01046.1	
OG0005028		UDL01047.1	
OG0005029		UDL01048.1	
OG0005030		UDL01051.1	
OG0005031		UDL01052.1	
OG0005032		UDL01057.1	
OG0005033		UDL01059.1	
OG0005034		UDL01061.1	
OG0005035		UDL01064.1	
OG0005036		UDL01067.1	
OG0005037		UDL01071.1	
OG0005038		UDL01073.1	
OG0005039		UDL01074.1	
OG0005040		UDL01076.1	
OG0005041		UDL01080.1	
OG0005042		UDL01090.1	
OG0005043		UDL01092.1	
OG0005044		UDL01096.1	
OG0005045		UDL01099.1	
OG0005046		UDL01100.1	
OG0005047		UDL01102.1	
OG0005048		UDL01111.1	
OG0005049		UDL01114.1	
OG0005050		UDL01119.1	
OG0005051		UDL01122.1	
OG0005052		UDL01124.1	
OG0005053		UDL01126.1	
OG0005054		UDL01132.1	
OG0005055		UDL01134.1	
OG0005056		UDL01135.1	
OG0005057		UDL01136.1	
OG0005058		UDL01137.1	
OG0005059		UDL01138.1	
OG0005060		UDL01139.1	
OG0005061		UDL01140.1	
OG0005062		UDL01155.1	
OG0005063		UDL01157.1	
OG0005064		UDL01166.1	
OG0005065		UDL01168.1	
OG0005066		UDL01169.1	
OG0005067		UDL01170.1	
OG0005068		UDL01173.1	
OG0005069		UDL01174.1	
OG0005070		UDL01176.1	
OG0005071		UDL01177.1	
OG0005072		UDL01181.1	
OG0005073		UDL01186.1	
OG0005074		UDL01187.1	
OG0005075		UDL01188.1	
OG0005076		UDL01189.1	
OG0005077		UDL01191.1	
OG0005078		UDL01192.1	
OG0005079		UDL01193.1	
OG0005080		UDL01197.1	
OG0005081		UDL01200.1	
OG0005082		UDL01201.1	
OG0005083		UDL01202.1	
OG0005084		UDL01205.1	
OG0005085		UDL01206.1	
OG0005086		UDL01213.1	
OG0005087		UDL01214.1	
OG0005088		UDL01215.1	
OG0005089		UDL01216.1	
OG0005090		UDL01217.1	
OG0005091		UDL01222.1	
OG0005092		UDL01223.1	
OG0005093		UDL01224.1	
OG0005094		UDL01226.1	
OG0005095		UDL01229.1	
OG0005096		UDL01231.1	
OG0005097		UDL01233.1	
OG0005098		UDL01236.1	
OG0005099		UDL01237.1	
OG0005100		UDL01238.1	
OG0005101		UDL01239.1	
OG0005102		UDL01240.1	
OG0005103		UDL01241.1	
OG0005104		UDL01242.1	
OG0005105		UDL01244.1	
OG0005106		UDL01245.1	
OG0005107		UDL01252.1	
OG0005108		UDL01255.1	
OG0005109		UDL01256.1	
OG0005110		UDL01257.1	
OG0005111		UDL01258.1	
OG0005112		UDL01259.1	
OG0005113		UDL01260.1	
OG0005114		UDL01263.1	
OG0005115		UDL01266.1	
OG0005116		UDL01271.1	
OG0005117		UDL01275.1	
OG0005118		UDL01277.1	
OG0005119		UDL01280.1	
OG0005120		UDL01281.1	
OG0005121		UDL01286.1	
OG0005122		UDL01288.1	
OG0005123		UDL01292.1	
OG0005124		UDL01293.1	
OG0005125		UDL01294.1	
OG0005126		UDL01298.1	
OG0005127		UDL01301.1	
OG0005128		UDL01308.1	
OG0005129		UDL01310.1	
OG0005130		UDL01314.1	
OG0005131		UDL01316.1	
OG0005132		UDL01317.1	
OG0005133		UDL01319.1	
OG0005134		UDL01323.1	
OG0005135		UDL01324.1	
OG0005136		UDL01325.1	
OG0005137		UDL01326.1	
OG0005138		UDL01331.1	
OG0005139		UDL01332.1	
OG0005140		UDL01333.1	
OG0005141		UDL01335.1	
OG0005142		UDL01336.1	
OG0005143		UDL01337.1	
OG0005144		UDL01340.1	
OG0005145		UDL01341.1	
OG0005146		UDL01342.1	
OG0005147		UDL01348.1	
OG0005148		UDL01351.1	
OG0005149		UDL01353.1	
OG0005150		UDL01354.1	
OG0005151		UDL01356.1	
OG0005152		UDL01358.1	
OG0005153		UDL01362.1	
OG0005154		UDL01364.1	
OG0005155		UDL01367.1	
OG0005156		UDL01368.1	
OG0005157		UDL01371.1	
OG0005158		UDL01375.1	
OG0005159		UDL01377.1	
OG0005160		UDL01379.1	
OG0005161		UDL01388.1	
OG0005162		UDL01392.1	
OG0005163		UDL01393.1	
OG0005164		UDL01397.1	
OG0005165		UDL01399.1	
OG0005166		UDL01401.1	
OG0005167		UDL01404.1	
OG0005168		UDL01412.1	
OG0005169		UDL01413.1	
OG0005170		UDL01416.1	
OG0005171		UDL01419.1	
OG0005172		UDL01421.1	
OG0005173		UDL01422.1	
OG0005174		UDL01423.1	
OG0005175		UDL01424.1	
OG0005176		UDL01432.1	
OG0005177		UDL01433.1	
OG0005178		UDL01434.1	
OG0005179		UDL01437.1	
OG0005180		UDL01441.1	
OG0005181		UDL01444.1	
OG0005182		UDL01451.1	
OG0005183		UDL01452.1	
OG0005184		UDL01454.1	
OG0005185		UDL01457.1	
OG0005186		UDL01460.1	
OG0005187		UDL01461.1	
OG0005188		UDL01462.1	
OG0005189		UDL01466.1	
OG0005190		UDL01467.1	
OG0005191		UDL01469.1	
OG0005192		UDL01471.1	
OG0005193		UDL01474.1	
OG0005194		UDL01475.1	
OG0005195		UDL01476.1	
OG0005196		UDL01477.1	
OG0005197		UDL01483.1	
OG0005198		UDL01488.1	
OG0005199		UDL01489.1	
OG0005200		UDL01491.1	
OG0005201		UDL01492.1	
OG0005202		UDL01495.1	
OG0005203		UDL01496.1	
OG0005204		UDL01497.1	
OG0005205		UDL01498.1	
OG0005206		UDL01499.1	
OG0005207		UDL01501.1	
OG0005208		UDL01510.1	
OG0005209		UDL01511.1	
OG0005210		UDL01514.1	
OG0005211		UDL01515.1	
OG0005212		UDL01520.1	
OG0005213		UDL01524.1	
OG0005214		UDL01525.1	
OG0005215		UDL01526.1	
OG0005216		UDL01528.1	
OG0005217		UDL01531.1	
OG0005218		UDL01532.1	
OG0005219		UDL01537.1	
OG0005220		UDL01541.1	
OG0005221		UDL01543.1	
OG0005222		UDL01545.1	
OG0005223		UDL01552.1	
OG0005224		UDL01554.1	
OG0005225		UDL01556.1	
OG0005226		UDL01557.1	
OG0005227		UDL01559.1	
OG0005228		UDL01560.1	
OG0005229		UDL01564.1	
OG0005230		UDL01575.1	
OG0005231		UDL01580.1	
OG0005232		UDL01581.1	
OG0005233		UDL01582.1	
OG0005234		UDL01589.1	
OG0005235		UDL01590.1	
OG0005236		UDL01591.1	
OG0005237		UDL01592.1	
OG0005238		UDL01599.1	
OG0005239		UDL01602.1	
OG0005240		UDL01605.1	
OG0005241		UDL01609.1	
OG0005242		UDL01615.1	
OG0005243		UDL01620.1	
OG0005244		UDL01624.1	
OG0005245		UDL01631.1	
OG0005246		UDL01633.1	
OG0005247		UDL01634.1	
OG0005248		UDL01635.1	
OG0005249		UDL01636.1	
OG0005250		UDL01638.1	
OG0005251		UDL01642.1	
OG0005252		UDL01643.1	
OG0005253		UDL01644.1	
OG0005254		UDL01646.1	
OG0005255		UDL01649.1	
OG0005256		UDL01651.1	
OG0005257		UDL01654.1	
OG0005258		UDL01655.1	
OG0005259		UDL01656.1	
OG0005260		UDL01658.1	
OG0005261		UDL01659.1	
OG0005262		UDL01660.1	
OG0005263		UDL01661.1	
OG0005264		UDL01665.1	
OG0005265		UDL01666.1	
OG0005266		UDL01668.1	
OG0005267		UDL01672.1	
OG0005268		UDL01673.1	
OG0005269		UDL01675.1	
OG0005270		UDL01681.1	
OG0005271		UDL01682.1	
OG0005272		UDL01684.1	
OG0005273		UDL01685.1	
OG0005274		UDL01688.1	
OG0005275		UDL01694.1	
OG0005276		UDL01695.1	
OG0005277		UDL01699.1	
OG0005278		UDL01701.1	
OG0005279		UDL01702.1	
OG0005280		UDL01704.1	
OG0005281		UDL01705.1	
OG0005282		UDL01706.1	
OG0005283		UDL01713.1	
OG0005284		UDL01716.1	
OG0005285		UDL01717.1	
OG0005286		UDL01718.1	
OG0005287		UDL01721.1	
OG0005288		UDL01722.1	
OG0005289		UDL01724.1	
OG0005290		UDL01725.1	
OG0005291		UDL01726.1	
OG0005292		UDL01727.1	
OG0005293		UDL01732.1	
OG0005294		UDL01737.1	
OG0005295		UDL01740.1	
OG0005296		UDL01743.1	
OG0005297		UDL01746.1	
OG0005298		UDL01747.1	
OG0005299		UDL01748.1	
OG0005300		UDL01749.1	
OG0005301		UDL01750.1	
OG0005302		UDL01755.1	
OG0005303		UDL01757.1	
OG0005304		UDL01759.1	
OG0005305		UDL01760.1	
OG0005306		UDL01761.1	
OG0005307		UDL01762.1	
OG0005308		UDL01765.1	
OG0005309		UDL01766.1	
OG0005310		UDL01767.1	
OG0005311		UDL01768.1	
OG0005312		UDL01769.1	
